,Action,State (Before),State (After),Total Reward
222,0,[-0.45267752  0.24002151  0.02333379 -0.4656183 ],[-0.44787708  0.04457777  0.01402142 -0.16567297],222
223,0,[-0.44787708  0.04457777  0.01402142 -0.16567297],[-0.44698554 -0.15074205  0.01070796  0.13140014],223
224,0,[-0.44698554 -0.15074205  0.01070796  0.13140014],[-0.45000038 -0.34601575  0.01333597  0.42744195],224
225,1,[-0.45000038 -0.34601575  0.01333597  0.42744195],[-0.45692068 -0.1510852   0.02188481  0.13899279],225
226,1,[-0.45692068 -0.1510852   0.02188481  0.13899279],[-0.4599424   0.04371659  0.02466466 -0.1467063 ],226
227,1,[-0.4599424   0.04371659  0.02466466 -0.1467063 ],[-0.45906806  0.2384768   0.02173054 -0.43150708],227
228,1,[-0.45906806  0.2384768   0.02173054 -0.43150708],[-0.45429853  0.43328443  0.01310039 -0.71726125],228
229,1,[-0.45429853  0.43328443  0.01310039 -0.71726125],[-0.44563285  0.62822264 -0.00124483 -1.0057921 ],229
230,0,[-0.44563285  0.62822264 -0.00124483 -1.0057921 ],[-0.4330684   0.43311733 -0.02136067 -0.7135003 ],230
231,0,[-0.4330684   0.43311733 -0.02136067 -0.7135003 ],[-0.42440605  0.23829754 -0.03563068 -0.42761686],231
232,0,[-0.42440605  0.23829754 -0.03563068 -0.42761686],[-0.4196401   0.04369786 -0.04418302 -0.14637582],232
233,0,[-0.4196401   0.04369786 -0.04418302 -0.14637582],[-0.41876614 -0.15076444 -0.04711053  0.13204737],233
234,0,[-0.41876614 -0.15076444 -0.04711053  0.13204737],[-0.42178142 -0.345181   -0.04446958  0.40950328],234
235,0,[-0.42178142 -0.345181   -0.04446958  0.40950328],[-0.42868504 -0.5396452  -0.03627952  0.6878415 ],235
236,0,[-0.42868504 -0.5396452  -0.03627952  0.6878415 ],[-0.43947795 -0.7342453  -0.02252269  0.9688857 ],236
237,0,[-0.43947795 -0.7342453  -0.02252269  0.9688857 ],[-0.45416284 -0.9290578  -0.00314498  1.2544092 ],237
238,1,[-0.45416284 -0.9290578  -0.00314498  1.2544092 ],[-0.47274402 -0.73389566  0.02194321  0.96074283],238
239,1,[-0.47274402 -0.73389566  0.02194321  0.96074283],[-0.48742193 -0.53907543  0.04115806  0.6750336 ],239
240,1,[-0.48742193 -0.53907543  0.04115806  0.6750336 ],[-0.49820343 -0.34454888  0.05465874  0.39558795],240
241,1,[-0.49820343 -0.34454888  0.05465874  0.39558795],[-0.5050944  -0.15024334  0.0625705   0.12062659],241
242,1,[-0.5050944  -0.15024334  0.0625705   0.12062659],[-0.50809926  0.04392894  0.06498303 -0.15167813],242
243,1,[-0.50809926  0.04392894  0.06498303 -0.15167813],[-0.5072207   0.23806311  0.06194947 -0.42317322],243
244,1,[-0.5072207   0.23806311  0.06194947 -0.42317322],[-0.5024594   0.43225524  0.053486   -0.6957011 ],244
245,1,[-0.5024594   0.43225524  0.053486   -0.6957011 ],[-0.49381432  0.6265962   0.03957198 -0.97107834],245
246,1,[-0.49381432  0.6265962   0.03957198 -0.97107834],[-0.4812824   0.8211653   0.02015041 -1.2510724 ],246
247,0,[-0.4812824   0.8211653   0.02015041 -1.2510724 ],[-0.4648591   0.6257911  -0.00487104 -0.95214665],247
248,0,[-0.4648591   0.6257911  -0.00487104 -0.95214665],[-0.45234329  0.430735   -0.02391397 -0.6609981 ],248
249,0,[-0.45234329  0.430735   -0.02391397 -0.6609981 ],[-0.44372857  0.23595382 -0.03713393 -0.37593994],249
250,0,[-0.44372857  0.23595382 -0.03713393 -0.37593994],[-0.4390095   0.04137844 -0.04465273 -0.09519294],250
251,1,[-0.4390095   0.04137844 -0.04465273 -0.09519294],[-0.43818194  0.23711099 -0.04655659 -0.40162265],251
252,1,[-0.43818194  0.23711099 -0.04655659 -0.40162265],[-0.4334397   0.43286133 -0.05458904 -0.7086127 ],252
253,0,[-0.4334397   0.43286133 -0.05458904 -0.7086127 ],[-0.42478248  0.2385363  -0.0687613  -0.43360057],253
254,0,[-0.42478248  0.2385363  -0.0687613  -0.43360057],[-0.42001176  0.04445182 -0.07743331 -0.16336171],254
255,0,[-0.42001176  0.04445182 -0.07743331 -0.16336171],[-0.41912273 -0.14948116 -0.08070055  0.10392344],255
256,0,[-0.41912273 -0.14948116 -0.08070055  0.10392344],[-0.42211235 -0.3433594  -0.07862207  0.37009415],256
257,0,[-0.42211235 -0.3433594  -0.07862207  0.37009415],[-0.42897952 -0.53728145 -0.07122019  0.6369875 ],257
258,0,[-0.42897952 -0.53728145 -0.07122019  0.6369875 ],[-0.43972516 -0.7313417  -0.05848044  0.9064189 ],258
259,0,[-0.43972516 -0.7313417  -0.05848044  0.9064189 ],[-0.454352   -0.92562515 -0.04035207  1.1801624 ],259
260,1,[-0.454352   -0.92562515 -0.04035207  1.1801624 ],[-0.4728645  -0.73000324 -0.01674881  0.8751081 ],260
261,1,[-0.4728645  -0.73000324 -0.01674881  0.8751081 ],[-0.48746455 -0.53465766  0.00075335  0.57720697],261
262,1,[-0.48746455 -0.53465766  0.00075335  0.57720697],[-0.4981577  -0.33954626  0.01229749  0.28476143],262
263,1,[-0.4981577  -0.33954626  0.01229749  0.28476143],[-0.5049486  -0.14460184  0.01799272 -0.00401771],263
264,1,[-0.5049486  -0.14460184  0.01799272 -0.00401771],[-0.5078407   0.05025752  0.01791236 -0.29096985],264
265,1,[-0.5078407   0.05025752  0.01791236 -0.29096985],[-0.5068355   0.24511954  0.01209297 -0.57795006],265
266,1,[-0.5068355   0.24511954  0.01209297 -0.57795006],[-5.0193316e-01  4.4006994e-01  5.3396454e-04 -8.6679900e-01],266
267,0,[-5.0193316e-01  4.4006994e-01  5.3396454e-04 -8.6679900e-01],[-0.49313173  0.24494071 -0.01680201 -0.57394826],267
268,0,[-0.49313173  0.24494071 -0.01680201 -0.57394826],[-0.4882329   0.05005831 -0.02828098 -0.28660545],268
269,0,[-0.4882329   0.05005831 -0.02828098 -0.28660545],[-0.48723176 -0.14464913 -0.03401309 -0.00297456],269
270,0,[-0.48723176 -0.14464913 -0.03401309 -0.00297456],[-0.49012473 -0.3392672  -0.03407258  0.27878577],270
271,1,[-0.49012473 -0.3392672  -0.03407258  0.27878577],[-0.4969101  -0.14367618 -0.02849687 -0.0244459 ],271
272,1,[-0.4969101  -0.14367618 -0.02849687 -0.0244459 ],[-0.4997836   0.05184262 -0.02898578 -0.32598194],272
273,0,[-0.4997836   0.05184262 -0.02898578 -0.32598194],[-0.49874675 -0.14285491 -0.03550542 -0.04257897],273
274,0,[-0.49874675 -0.14285491 -0.03550542 -0.04257897],[-0.50160384 -0.3374502  -0.036357    0.23869361],274
275,0,[-0.50160384 -0.3374502  -0.036357    0.23869361],[-0.5083529  -0.5320344  -0.03158313  0.51969045],275
276,0,[-0.5083529  -0.5320344  -0.03158313  0.51969045],[-0.51899356 -0.72669786 -0.02118932  0.80225605],276
277,1,[-0.51899356 -0.72669786 -0.02118932  0.80225605],[-0.5335275  -0.53129184 -0.0051442   0.5029836 ],277
278,1,[-0.5335275  -0.53129184 -0.0051442   0.5029836 ],[-0.54415333 -0.33609775  0.00491547  0.208684  ],278
279,0,[-0.54415333 -0.33609775  0.00491547  0.208684  ],[-0.5508753  -0.53128964  0.00908915  0.5029134 ],279
280,0,[-0.5508753  -0.53128964  0.00908915  0.5029134 ],[-0.5615011  -0.7265385   0.01914742  0.79844683],280
281,0,[-0.5615011  -0.7265385   0.01914742  0.79844683],[-0.57603186 -0.92191786  0.03511636  1.0970911 ],281
282,1,[-0.57603186 -0.92191786  0.03511636  1.0970911 ],[-0.5944702  -0.72727543  0.05705818  0.81562954],282
283,1,[-0.5944702  -0.72727543  0.05705818  0.81562954],[-0.6090157  -0.5329792   0.07337077  0.5414255 ],283
284,1,[-0.6090157  -0.5329792   0.07337077  0.5414255 ],[-0.6196753  -0.33896106  0.08419928  0.27273297],284
285,1,[-0.6196753  -0.33896106  0.08419928  0.27273297],[-0.62645453 -0.14513515  0.08965394  0.00774944],285
286,1,[-0.62645453 -0.14513515  0.08965394  0.00774944],[-0.6293572   0.04859428  0.08980893 -0.25535464],286
287,1,[-0.6293572   0.04859428  0.08980893 -0.25535464],[-0.62838537  0.24232683  0.08470184 -0.51841396],287
288,1,[-0.62838537  0.24232683  0.08470184 -0.51841396],[-0.6235388   0.4361605   0.07433356 -0.78324956],288
289,1,[-0.6235388   0.4361605   0.07433356 -0.78324956],[-0.6148156   0.6301865   0.05866857 -1.0516509 ],289
290,1,[-0.6148156   0.6301865   0.05866857 -1.0516509 ],[-0.6022119   0.82448334  0.03763555 -1.3253561 ],290
291,0,[-0.6022119   0.82448334  0.03763555 -1.3253561 ],[-0.5857222   0.6289069   0.01112843 -1.0211369 ],291
292,0,[-0.5857222   0.6289069   0.01112843 -1.0211369 ],[-0.5731441   0.43363845 -0.00929431 -0.7249807 ],292
293,0,[-0.5731441   0.43363845 -0.00929431 -0.7249807 ],[-0.5644713   0.23864625 -0.02379393 -0.43523753],293
294,0,[-0.5644713   0.23864625 -0.02379393 -0.43523753],[-0.55969834  0.04386909 -0.03249868 -0.15014923],294
295,0,[-0.55969834  0.04386909 -0.03249868 -0.15014923],[-0.55882096 -0.1507728  -0.03550166  0.13210648],295
296,0,[-0.55882096 -0.1507728  -0.03550166  0.13210648],[-0.5618364  -0.34536868 -0.03285953  0.41338113],296
297,0,[-0.5618364  -0.34536868 -0.03285953  0.41338113],[-0.5687438  -0.54000986 -0.02459191  0.69552624],297
298,1,[-0.5687438  -0.54000986 -0.02459191  0.69552624],[-0.579544   -0.3445556  -0.01068138  0.39520425],298
299,0,[-0.579544   -0.3445556  -0.01068138  0.39520425],[-0.58643514 -0.5395244  -0.0027773   0.68450046],299
300,0,[-0.58643514 -0.5395244  -0.0027773   0.68450046],[-0.5972256  -0.73460764  0.01091271  0.97630775],300
301,0,[-0.5972256  -0.73460764  0.01091271  0.97630775],[-0.61191773 -0.92987424  0.03043886  1.2723985 ],301
302,1,[-0.61191773 -0.92987424  0.03043886  1.2723985 ],[-0.6305152  -0.7351537   0.05588683  0.98940057],302
303,1,[-0.6305152  -0.7351537   0.05588683  0.98940057],[-0.6452183  -0.54082257  0.07567485  0.71478117],303
304,1,[-0.6452183  -0.54082257  0.07567485  0.71478117],[-0.65603477 -0.34682524  0.08997047  0.44684517],304
305,1,[-0.65603477 -0.34682524  0.08997047  0.44684517],[-0.66297126 -0.15308358  0.09890737  0.18382373],305
306,1,[-0.66297126 -0.15308358  0.09890737  0.18382373],[-0.66603297  0.04049427  0.10258385 -0.07609253],306
307,1,[-0.66603297  0.04049427  0.10258385 -0.07609253],[-0.66522306  0.23400742  0.10106199 -0.3347295 ],307
308,1,[-0.66522306  0.23400742  0.10106199 -0.3347295 ],[-0.6605429   0.42755672  0.09436741 -0.5939104 ],308
309,1,[-0.6605429   0.42755672  0.09436741 -0.5939104 ],[-0.6519918  0.6212399  0.0824892 -0.8554397],309
310,1,[-0.6519918  0.6212399  0.0824892 -0.8554397],[-0.63956696  0.8151467   0.0653804  -1.1210866 ],310
311,1,[-0.63956696  0.8151467   0.0653804  -1.1210866 ],[-0.6232641   1.0093532   0.04295867 -1.3925656 ],311
312,0,[-0.6232641   1.0093532   0.04295867 -1.3925656 ],[-0.603077    0.8137235   0.01510736 -1.086766  ],312
313,0,[-0.603077    0.8137235   0.01510736 -1.086766  ],[-0.58680254  0.6184056  -0.00662796 -0.78938115],313
314,0,[-0.58680254  0.6184056  -0.00662796 -0.78938115],[-0.5744344   0.42337528 -0.02241558 -0.4987907 ],314
315,0,[-0.5744344   0.42337528 -0.02241558 -0.4987907 ],[-0.5659669   0.22857642 -0.0323914  -0.21325545],315
316,0,[-0.5659669   0.22857642 -0.0323914  -0.21325545],[-0.56139535  0.03393219 -0.03665651  0.06903634],316
317,0,[-0.56139535  0.03393219 -0.03665651  0.06903634],[-0.56071675 -0.16064557 -0.03527578  0.3499323 ],317
318,0,[-0.56071675 -0.16064557 -0.03527578  0.3499323 ],[-0.5639296  -0.35524854 -0.02827713  0.63128626],318
319,1,[-0.5639296  -0.35524854 -0.02827713  0.63128626],[-0.5710346  -0.1597437  -0.01565141  0.32983384],319
320,1,[-0.5710346  -0.1597437  -0.01565141  0.32983384],[-0.5742295   0.03559752 -0.00905473  0.03225658],320
321,1,[-0.5742295   0.03559752 -0.00905473  0.03225658],[-0.5735175   0.23084813 -0.0084096  -0.2632694 ],321
322,0,[-0.5735175   0.23084813 -0.0084096  -0.2632694 ],[-0.5689006   0.03584723 -0.01367499  0.02674923],322
323,0,[-0.5689006   0.03584723 -0.01367499  0.02674923],[-0.5681836  -0.15907598 -0.01314     0.31508636],323
324,0,[-0.5681836  -0.15907598 -0.01314     0.31508636],[-0.5713651  -0.35400832 -0.00683828  0.60359657],324
325,0,[-0.5713651  -0.35400832 -0.00683828  0.60359657],[-0.5784453  -0.54903394  0.00523366  0.8941178 ],325
326,0,[-0.5784453  -0.54903394  0.00523366  0.8941178 ],[-0.589426   -0.7442265   0.02311601  1.1884413 ],326
327,0,[-0.589426   -0.7442265   0.02311601  1.1884413 ],[-0.6043105  -0.93964034  0.04688483  1.4882792 ],327
328,1,[-0.6043105  -0.93964034  0.04688483  1.4882792 ],[-0.6231033  -0.7451198   0.07665042  1.2105981 ],328
329,1,[-0.6231033  -0.7451198   0.07665042  1.2105981 ],[-0.63800573 -0.5510666   0.10086238  0.9428862 ],329
330,1,[-0.63800573 -0.5510666   0.10086238  0.9428862 ],[-0.64902705 -0.35743767  0.11972011  0.6835222 ],330
331,1,[-0.64902705 -0.35743767  0.11972011  0.6835222 ],[-0.6561758  -0.16416362  0.13339055  0.43079996],331
332,1,[-0.6561758  -0.16416362  0.13339055  0.43079996],[-0.65945905  0.02884221  0.14200655  0.18296364],332
333,1,[-0.65945905  0.02884221  0.14200655  0.18296364],[-0.65888226  0.22167684  0.14566582 -0.06176696],333
334,1,[-0.65888226  0.22167684  0.14566582 -0.06176696],[-0.6544487   0.41444254  0.14443049 -0.3051788 ],334
335,1,[-0.6544487   0.41444254  0.14443049 -0.3051788 ],[-0.6461598   0.60724264  0.13832691 -0.5490528 ],335
336,1,[-0.6461598   0.60724264  0.13832691 -0.5490528 ],[-0.63401496  0.8001782   0.12734585 -0.7951531 ],336
337,1,[-0.63401496  0.8001782   0.12734585 -0.7951531 ],[-0.6180114   0.99334383  0.11144279 -1.0452168 ],337
338,1,[-0.6180114   0.99334383  0.11144279 -1.0452168 ],[-0.59814453  1.1868242   0.09053846 -1.3009405 ],338
339,1,[-0.59814453  1.1868242   0.09053846 -1.3009405 ],[-0.57440805  1.3806881   0.06451964 -1.5639634 ],339
340,0,[-0.57440805  1.3806881   0.06451964 -1.5639634 ],[-0.5467943   1.1848568   0.03324037 -1.2518721 ],340
341,0,[-0.5467943   1.1848568   0.03324037 -1.2518721 ],[-0.52309716  0.9893251   0.00820293 -0.9489657 ],341
342,0,[-0.52309716  0.9893251   0.00820293 -0.9489657 ],[-0.5033107   0.79409367 -0.01077638 -0.6537168 ],342
343,0,[-0.5033107   0.79409367 -0.01077638 -0.6537168 ],[-0.48742878  0.5991234  -0.02385072 -0.36444658],343
344,0,[-0.48742878  0.5991234  -0.02385072 -0.36444658],[-0.4754463   0.40434843 -0.03113965 -0.07937861],344
345,0,[-0.4754463   0.40434843 -0.03113965 -0.07937861],[-0.46735936  0.20968638 -0.03272722  0.20331931],345
346,0,[-0.46735936  0.20968638 -0.03272722  0.20331931],[-0.46316564  0.01504739 -0.02866084  0.48550138],346
347,1,[-0.46316564  0.01504739 -0.02866084  0.48550138],[-0.4628647   0.21056181 -0.01895081  0.18392505],347
348,1,[-0.4628647   0.21056181 -0.01895081  0.18392505],[-0.45865345  0.4059497  -0.01527231 -0.11467539],348
349,0,[-0.45865345  0.4059497  -0.01527231 -0.11467539],[-0.45053446  0.2110499  -0.01756581  0.17315038],349
350,0,[-0.45053446  0.2110499  -0.01756581  0.17315038],[-0.44631344  0.0161837  -0.01410281  0.46024048],350
351,0,[-0.44631344  0.0161837  -0.01410281  0.46024048],[-0.4459898  -0.1787361  -0.004898    0.74844503],351
352,0,[-0.4459898  -0.1787361  -0.004898    0.74844503],[-0.44956452 -0.37379014  0.0100709   1.0395826 ],352
353,0,[-0.44956452 -0.37379014  0.0100709   1.0395826 ],[-0.4570403  -0.5690445   0.03086255  1.33541   ],353
354,1,[-0.4570403  -0.5690445   0.03086255  1.33541   ],[-0.4684212  -0.3743247   0.05757076  1.0525416 ],354
355,1,[-0.4684212  -0.3743247   0.05757076  1.0525416 ],[-0.47590768 -0.18001147  0.07862159  0.7784711 ],355
356,1,[-0.47590768 -0.18001147  0.07862159  0.7784711 ],[-0.47950792  0.01394646  0.09419101  0.51152384],356
357,1,[-0.47950792  0.01394646  0.09419101  0.51152384],[-0.479229    0.20762421  0.10442149  0.24994625],357
358,1,[-0.479229    0.20762421  0.10442149  0.24994625],[-0.4750765   0.401112    0.10942041 -0.0080604 ],358
359,1,[-0.4750765   0.401112    0.10942041 -0.0080604 ],[-0.46705428  0.59450847  0.1092592  -0.26431474],359
360,1,[-0.46705428  0.59450847  0.1092592  -0.26431474],[-0.4551641   0.78791505  0.10397291 -0.52063644],360
361,1,[-0.4551641   0.78791505  0.10397291 -0.52063644],[-0.4394058   0.98143154  0.09356018 -0.7788306 ],361
362,1,[-0.4394058   0.98143154  0.09356018 -0.7788306 ],[-0.41977715  1.1751511   0.07798357 -1.0406724 ],362
363,1,[-0.41977715  1.1751511   0.07798357 -1.0406724 ],[-0.39627415  1.3691553   0.05717012 -1.3078905 ],363
364,1,[-0.39627415  1.3691553   0.05717012 -1.3078905 ],[-0.36889103  1.5635082   0.03101231 -1.5821445 ],364
365,0,[-0.36889103  1.5635082   0.03101231 -1.5821445 ],[-3.3762088e-01  1.3680311e+00 -6.3058123e-04 -1.2799538e+00],365
366,0,[-3.3762088e-01  1.3680311e+00 -6.3058123e-04 -1.2799538e+00],[-0.31026024  1.1729172  -0.02622966 -0.9874685 ],366
367,0,[-0.31026024  1.1729172  -0.02622966 -0.9874685 ],[-0.2868019   0.97815615 -0.04597903 -0.70313793],367
368,0,[-0.2868019   0.97815615 -0.04597903 -0.70313793],[-0.2672388   0.7837005  -0.06004179 -0.4252759 ],368
369,0,[-0.2672388   0.7837005  -0.06004179 -0.4252759 ],[-0.25156477  0.5894782  -0.06854731 -0.15210903],369
370,0,[-0.25156477  0.5894782  -0.06854731 -0.15210903],[-0.23977521  0.39540133 -0.07158948  0.1181855 ],370
371,0,[-0.23977521  0.39540133 -0.07158948  0.1181855 ],[-0.23186718  0.20137423 -0.06922577  0.38745132],371
372,0,[-0.23186718  0.20137423 -0.06922577  0.38745132],[-0.2278397   0.00729972 -0.06147675  0.6575297 ],372
373,0,[-0.2278397   0.00729972 -0.06147675  0.6575297 ],[-0.2276937  -0.18691505 -0.04832615  0.9302388 ],373
374,1,[-0.2276937  -0.18691505 -0.04832615  0.9302388 ],[-0.231432    0.00882467 -0.02972138  0.6227696 ],374
375,1,[-0.231432    0.00882467 -0.02972138  0.6227696 ],[-0.23125552  0.20434874 -0.01726599  0.3208762 ],375
376,1,[-0.23125552  0.20434874 -0.01726599  0.3208762 ],[-0.22716853  0.39971226 -0.01084846  0.02279864],376
377,1,[-0.22716853  0.39971226 -0.01084846  0.02279864],[-0.2191743   0.5949881  -0.01039249 -0.27328727],377
378,1,[-0.2191743   0.5949881  -0.01039249 -0.27328727],[-0.20727453  0.7902568  -0.01585824 -0.5692298 ],378
379,1,[-0.20727453  0.7902568  -0.01585824 -0.5692298 ],[-0.19146939  0.98559755 -0.02724283 -0.8668662 ],379
380,0,[-0.19146939  0.98559755 -0.02724283 -0.8668662 ],[-0.17175744  0.79085666 -0.04458016 -0.58287174],380
381,0,[-0.17175744  0.79085666 -0.04458016 -0.58287174],[-0.15594031  0.59638673 -0.05623759 -0.3045588 ],381
382,0,[-0.15594031  0.59638673 -0.05623759 -0.3045588 ],[-0.14401257  0.4021094  -0.06232877 -0.03012872],382
383,0,[-0.14401257  0.4021094  -0.06232877 -0.03012872],[-0.13597038  0.20793411 -0.06293134  0.24225587],383
384,0,[-0.13597038  0.20793411 -0.06293134  0.24225587],[-0.13181171  0.0137649  -0.05808622  0.5144435 ],384
385,0,[-0.13181171  0.0137649  -0.05808622  0.5144435 ],[-0.13153641 -0.18049297 -0.04779736  0.7882712 ],385
386,0,[-0.13153641 -0.18049297 -0.04779736  0.7882712 ],[-0.13514626 -0.37492695 -0.03203193  1.065542  ],386
387,1,[-0.13514626 -0.37492695 -0.03203193  1.065542  ],[-0.14264481 -0.1793961  -0.01072109  0.76298034],387
388,1,[-0.14264481 -0.1793961  -0.01072109  0.76298034],[-0.14623272  0.01587187  0.00453852  0.46694332],388
389,1,[-0.14623272  0.01587187  0.00453852  0.46694332],[-0.14591528  0.21092941  0.01387738  0.17569435],389
390,1,[-0.14591528  0.21092941  0.01387738  0.17569435],[-0.14169669  0.40585002  0.01739127 -0.11257862],390
391,1,[-0.14169669  0.40585002  0.01739127 -0.11257862],[-0.1335797   0.6007185   0.0151397  -0.39972436],391
392,1,[-0.1335797   0.6007185   0.0151397  -0.39972436],[-0.12156533  0.79562247  0.00714521 -0.6875959 ],392
393,1,[-0.12156533  0.79562247  0.00714521 -0.6875959 ],[-0.10565288  0.9906445  -0.00660671 -0.97802085],393
394,1,[-0.10565288  0.9906445  -0.00660671 -0.97802085],[-0.08583999  1.1858544  -0.02616712 -1.2727717 ],394
395,1,[-0.08583999  1.1858544  -0.02616712 -1.2727717 ],[-0.0621229   1.3813003  -0.05162256 -1.5735325 ],395
396,0,[-0.0621229   1.3813003  -0.05162256 -1.5735325 ],[-0.03449689  1.1868306  -0.0830932  -1.2973868 ],396
397,0,[-0.03449689  1.1868306  -0.0830932  -1.2973868 ],[-0.01076028  0.9928564  -0.10904095 -1.0318305 ],397
398,0,[-0.01076028  0.9928564  -0.10904095 -1.0318305 ],[ 0.00909685  0.79934055 -0.12967755 -0.7752753 ],398
399,0,[ 0.00909685  0.79934055 -0.12967755 -0.7752753 ],[ 0.02508366  0.60621804 -0.14518306 -0.5260423 ],399
400,0,[ 0.02508366  0.60621804 -0.14518306 -0.5260423 ],[ 0.03720802  0.41340533 -0.1557039  -0.28239998],400
401,0,[ 0.03720802  0.41340533 -0.1557039  -0.28239998],[ 0.04547613  0.22080731 -0.1613519  -0.04259007],401
402,0,[ 0.04547613  0.22080731 -0.1613519  -0.04259007],[ 0.04989227  0.02832266 -0.1622037   0.19515476],402
403,0,[ 0.04989227  0.02832266 -0.1622037   0.19515476],[ 0.05045873 -0.16415234 -0.15830061  0.4325985 ],403
404,0,[ 0.05045873 -0.16415234 -0.15830061  0.4325985 ],[ 0.04717568 -0.3567204  -0.14964864  0.6714927 ],404
405,0,[ 0.04717568 -0.3567204  -0.14964864  0.6714927 ],[ 0.04004127 -0.54948014 -0.13621879  0.9135681 ],405
406,1,[ 0.04004127 -0.54948014 -0.13621879  0.9135681 ],[ 0.02905167 -0.35280466 -0.11794742  0.5813631 ],406
407,1,[ 0.02905167 -0.35280466 -0.11794742  0.5813631 ],[ 0.02199558 -0.15624477 -0.10632017  0.25397554],407
408,1,[ 0.02199558 -0.15624477 -0.10632017  0.25397554],[ 0.01887068  0.04022194 -0.10124065 -0.07025971],408
409,1,[ 0.01887068  0.04022194 -0.10124065 -0.07025971],[ 0.01967512  0.23663864 -0.10264584 -0.39309007],409
410,1,[ 0.01967512  0.23663864 -0.10264584 -0.39309007],[ 0.02440789  0.43305603 -0.11050764 -0.7162903 ],410
411,0,[ 0.02440789  0.43305603 -0.11050764 -0.7162903 ],[ 0.03306901  0.23962298 -0.12483345 -0.46033373],411
412,0,[ 0.03306901  0.23962298 -0.12483345 -0.46033373],[ 0.03786147  0.04646615 -0.13404013 -0.20945887],412
413,0,[ 0.03786147  0.04646615 -0.13404013 -0.20945887],[ 0.0387908  -0.14650996 -0.13822931  0.03811891],413
414,0,[ 0.0387908  -0.14650996 -0.13822931  0.03811891],[ 0.0358606  -0.33940688 -0.13746692  0.28419426],414
415,0,[ 0.0358606  -0.33940688 -0.13746692  0.28419426],[ 0.02907246 -0.53232783 -0.13178304  0.53055763],415
416,0,[ 0.02907246 -0.53232783 -0.13178304  0.53055763],[ 0.0184259  -0.7253738  -0.12117189  0.7789836 ],416
417,0,[ 0.0184259  -0.7253738  -0.12117189  0.7789836 ],[ 0.00391843 -0.9186399  -0.10559222  1.0312197 ],417
418,0,[ 0.00391843 -0.9186399  -0.10559222  1.0312197 ],[-0.01445437 -1.1122108  -0.08496782  1.2889723 ],418
419,1,[-0.01445437 -1.1122108  -0.08496782  1.2889723 ],[-0.03669858 -0.91611695 -0.05918838  0.9709423 ],419
420,1,[-0.03669858 -0.91611695 -0.05918838  0.9709423 ],[-0.05502092 -0.7202527  -0.03976953  0.66026914],420
421,1,[-0.05502092 -0.7202527  -0.03976953  0.66026914],[-0.06942598 -0.5246005  -0.02656415  0.3553338 ],421
422,1,[-0.06942598 -0.5246005  -0.02656415  0.3553338 ],[-0.07991799 -0.32911116 -0.01945747  0.05439425],422
423,1,[-0.07991799 -0.32911116 -0.01945747  0.05439425],[-0.08650021 -0.13371569 -0.01836959 -0.2443636 ],423
424,1,[-0.08650021 -0.13371569 -0.01836959 -0.2443636 ],[-0.08917452  0.06166375 -0.02325686 -0.5427837 ],424
425,1,[-0.08917452  0.06166375 -0.02325686 -0.5427837 ],[-0.08794125  0.2571047  -0.03411254 -0.84270275],425
426,0,[-0.08794125  0.2571047  -0.03411254 -0.84270275],[-0.08279916  0.06246453 -0.05096659 -0.5609395 ],426
427,0,[-0.08279916  0.06246453 -0.05096659 -0.5609395 ],[-0.08154987 -0.13190648 -0.06218538 -0.28473923],427
428,0,[-0.08154987 -0.13190648 -0.06218538 -0.28473923],[-0.08418799 -0.32608894 -0.06788016 -0.01229927],428
429,0,[-0.08418799 -0.32608894 -0.06788016 -0.01229927],[-0.09070978 -0.52017504 -0.06812615  0.258218  ],429
430,0,[-0.09070978 -0.52017504 -0.06812615  0.258218  ],[-0.10111327 -0.7142616  -0.06296179  0.5286589 ],430
431,0,[-0.10111327 -0.7142616  -0.06296179  0.5286589 ],[-0.1153985  -0.90844387 -0.05238861  0.80085665],431
432,0,[-0.1153985  -0.90844387 -0.05238861  0.80085665],[-0.13356738 -1.1028097  -0.03637148  1.0766101 ],432
433,0,[-0.13356738 -1.1028097  -0.03637148  1.0766101 ],[-0.15562358 -1.2974328  -0.01483928  1.3576608 ],433
434,1,[-0.15562358 -1.2974328  -0.01483928  1.3576608 ],[-0.18157223 -1.1021278   0.01231394  1.0603731 ],434
435,1,[-0.18157223 -1.1021278   0.01231394  1.0603731 ],[-0.20361479 -0.90717113  0.0335214   0.7715804 ],435
436,1,[-0.20361479 -0.90717113  0.0335214   0.7715804 ],[-0.22175822 -0.7125261   0.04895301  0.4896303 ],436
437,1,[-0.22175822 -0.7125261   0.04895301  0.4896303 ],[-0.23600873 -0.5181277   0.05874562  0.21276847],437
438,1,[-0.23600873 -0.5181277   0.05874562  0.21276847],[-0.24637128 -0.32389268  0.06300098 -0.06082015],438
439,1,[-0.24637128 -0.32389268  0.06300098 -0.06082015],[-0.25284913 -0.12972796  0.06178458 -0.33297938],439
440,1,[-0.25284913 -0.12972796  0.06178458 -0.33297938],[-0.2554437   0.06446267  0.05512499 -0.6055564 ],440
441,1,[-0.2554437   0.06446267  0.05512499 -0.6055564 ],[-0.25415444  0.2587722   0.04301386 -0.88037944],441
442,1,[-0.25415444  0.2587722   0.04301386 -0.88037944],[-0.248979    0.45328423  0.02540627 -1.1592355 ],442
