,Action,State (Before),State (After),Total Reward
221,1,[ 0.02617407 -0.43938473  0.01611797  0.6937781 ],[ 0.01738638 -0.24449004  0.02999353  0.40621248],221
222,1,[ 0.01738638 -0.24449004  0.02999353  0.40621248],[ 0.01249658 -0.04980597  0.03811778  0.12313449],222
223,1,[ 0.01249658 -0.04980597  0.03811778  0.12313449],[ 0.01150046  0.14474975  0.04058047 -0.15728316],223
224,1,[ 0.01150046  0.14474975  0.04058047 -0.15728316],[ 0.01439545  0.3392679   0.03743481 -0.4368928 ],224
225,1,[ 0.01439545  0.3392679   0.03743481 -0.4368928 ],[ 0.02118081  0.53384054  0.02869695 -0.71754396],225
226,1,[ 0.02118081  0.53384054  0.02869695 -0.71754396],[ 0.03185762  0.72855383  0.01434607 -1.001058  ],226
227,1,[ 0.03185762  0.72855383  0.01434607 -1.001058  ],[ 0.0464287   0.92348117 -0.00567509 -1.2892013 ],227
228,1,[ 0.0464287   0.92348117 -0.00567509 -1.2892013 ],[ 0.06489832  1.1186749  -0.03145912 -1.5836555 ],228
229,0,[ 0.06489832  1.1186749  -0.03145912 -1.5836555 ],[ 0.08727182  0.9239409  -0.06313223 -1.3009466 ],229
230,0,[ 0.08727182  0.9239409  -0.06313223 -1.3009466 ],[ 0.10575064  0.72967434 -0.08915116 -1.0286758 ],230
231,0,[ 0.10575064  0.72967434 -0.08915116 -1.0286758 ],[ 0.12034412  0.5358447  -0.10972467 -0.76526177],231
232,0,[ 0.12034412  0.5358447  -0.10972467 -0.76526177],[ 0.13106102  0.34239092 -0.1250299  -0.5090205 ],232
233,0,[ 0.13106102  0.34239092 -0.1250299  -0.5090205 ],[ 0.13790883  0.14923172 -0.13521032 -0.25820655],233
234,0,[ 0.13790883  0.14923172 -0.13521032 -0.25820655],[ 0.14089347 -0.04372688 -0.14037445 -0.01104115],234
235,0,[ 0.14089347 -0.04372688 -0.14037445 -0.01104115],[ 0.14001893 -0.23658577 -0.14059527  0.23426697],235
236,0,[ 0.14001893 -0.23658577 -0.14059527  0.23426697],[ 0.13528721 -0.42944822 -0.13590993  0.47950715],236
237,0,[ 0.13528721 -0.42944822 -0.13590993  0.47950715],[ 0.12669826 -0.62241614 -0.1263198   0.7264552 ],237
238,0,[ 0.12669826 -0.62241614 -0.1263198   0.7264552 ],[ 0.11424993 -0.8155862  -0.11179069  0.9768623 ],238
239,1,[ 0.11424993 -0.8155862  -0.11179069  0.9768623 ],[ 0.0979382  -0.6191571  -0.09225344  0.6512597 ],239
240,1,[ 0.0979382  -0.6191571  -0.09225344  0.6512597 ],[ 0.08555506 -0.42287958 -0.07922824  0.33101135],240
241,1,[ 0.08555506 -0.42287958 -0.07922824  0.33101135],[ 0.07709747 -0.22672448 -0.07260802  0.01443297],241
242,1,[ 0.07709747 -0.22672448 -0.07260802  0.01443297],[ 0.07256298 -0.0306404  -0.07231936 -0.30024618],242
243,0,[ 0.07256298 -0.0306404  -0.07231936 -0.30024618],[ 0.07195017 -0.22466104 -0.07832428 -0.03121933],243
244,0,[ 0.07195017 -0.22466104 -0.07832428 -0.03121933],[ 0.06745695 -0.4185775  -0.07894867  0.23575981],244
245,0,[ 0.06745695 -0.4185775  -0.07894867  0.23575981],[ 0.0590854  -0.6124879  -0.07423347  0.50253266],245
246,0,[ 0.0590854  -0.6124879  -0.07423347  0.50253266],[ 0.04683564 -0.80648935 -0.06418282  0.7709288 ],246
247,0,[ 0.04683564 -0.80648935 -0.06418282  0.7709288 ],[ 0.03070586 -1.0006721  -0.04876424  1.0427463 ],247
248,0,[ 0.03070586 -1.0006721  -0.04876424  1.0427463 ],[ 0.01069241 -1.1951137  -0.02790932  1.319731  ],248
249,1,[ 0.01069241 -1.1951137  -0.02790932  1.319731  ],[-0.01320986 -0.99965024 -0.0015147   1.0184457 ],249
250,1,[-0.01320986 -0.99965024 -0.0015147   1.0184457 ],[-0.03320286 -0.80450815  0.01885422  0.7252876 ],250
251,1,[-0.03320286 -0.80450815  0.01885422  0.7252876 ],[-0.04929303 -0.6096519   0.03335997  0.43859807],251
252,1,[-0.04929303 -0.6096519   0.03335997  0.43859807],[-0.06148607 -0.41501763  0.04213193  0.15661508],252
253,1,[-0.06148607 -0.41501763  0.04213193  0.15661508],[-0.06978642 -0.22052345  0.04526424 -0.12248419],253
254,1,[-0.06978642 -0.22052345  0.04526424 -0.12248419],[-0.07419689 -0.02607823  0.04281455 -0.40055013],254
255,1,[-0.07419689 -0.02607823  0.04281455 -0.40055013],[-0.07471845  0.16841108  0.03480355 -0.6794331 ],255
256,0,[-0.07471845  0.16841108  0.03480355 -0.6794331 ],[-0.07135023 -0.02717661  0.02121489 -0.37599906],256
257,0,[-0.07135023 -0.02717661  0.02121489 -0.37599906],[-0.07189377 -0.22259337  0.01369491 -0.0767032 ],257
258,0,[-0.07189377 -0.22259337  0.01369491 -0.0767032 ],[-0.07634563 -0.41790894  0.01216084  0.22026886],258
259,0,[-0.07634563 -0.41790894  0.01216084  0.22026886],[-0.08470381 -0.6132026   0.01656622  0.51676285],259
260,0,[-0.08470381 -0.6132026   0.01656622  0.51676285],[-0.09696786 -0.8085538   0.02690148  0.8146198 ],260
261,0,[-0.09696786 -0.8085538   0.02690148  0.8146198 ],[-0.11313894 -1.0040337   0.04319387  1.1156415 ],261
262,1,[-0.11313894 -1.0040337   0.04319387  1.1156415 ],[-0.13321961 -0.8095045   0.0655067   0.836815  ],262
263,1,[-0.13321961 -0.8095045   0.0655067   0.836815  ],[-0.1494097  -0.61533546  0.082243    0.5654313 ],263
264,1,[-0.1494097  -0.61533546  0.082243    0.5654313 ],[-0.16171642 -0.42145783  0.09355163  0.29975   ],264
265,1,[-0.16171642 -0.42145783  0.09355163  0.29975   ],[-0.17014557 -0.22778518  0.09954663  0.03797547],265
266,1,[-0.17014557 -0.22778518  0.09954663  0.03797547],[-0.17470127 -0.03422122  0.10030614 -0.22171469],266
267,1,[-0.17470127 -0.03422122  0.10030614 -0.22171469],[-0.1753857   0.15933461  0.09587184 -0.4811485 ],267
268,1,[-0.1753857   0.15933461  0.09587184 -0.4811485 ],[-0.172199    0.3529818   0.08624887 -0.74214226],268
269,1,[-0.172199    0.3529818   0.08624887 -0.74214226],[-0.16513936  0.546814    0.07140603 -1.006484  ],269
270,1,[-0.16513936  0.546814    0.07140603 -1.006484  ],[-0.15420309  0.74091357  0.05127635 -1.275916  ],270
271,1,[-0.15420309  0.74091357  0.05127635 -1.275916  ],[-0.13938482  0.9353455   0.02575803 -1.5521117 ],271
272,0,[-0.13938482  0.9353455   0.02575803 -1.5521117 ],[-0.1206779   0.7399243  -0.00528421 -1.2515053 ],272
273,0,[-0.1206779   0.7399243  -0.00528421 -1.2515053 ],[-0.10587942  0.54487044 -0.03031431 -0.9604821 ],273
274,0,[-0.10587942  0.54487044 -0.03031431 -0.9604821 ],[-0.09498201  0.3501688  -0.04952395 -0.67747486],274
275,0,[-0.09498201  0.3501688  -0.04952395 -0.67747486],[-0.08797864  0.15576862 -0.06307345 -0.4007862 ],275
276,0,[-0.08797864  0.15576862 -0.06307345 -0.4007862 ],[-0.08486326 -0.0384046  -0.07108918 -0.12863685],276
277,0,[-0.08486326 -0.0384046  -0.07108918 -0.12863685],[-0.08563136 -0.23243998 -0.07366192  0.14079846],277
278,0,[-0.08563136 -0.23243998 -0.07366192  0.14079846],[-0.09028015 -0.42643386 -0.07084595  0.40936318],278
279,0,[-0.09028015 -0.42643386 -0.07084595  0.40936318],[-0.09880883 -0.6204836  -0.06265868  0.6788963 ],279
280,0,[-0.09880883 -0.6204836  -0.06265868  0.6788963 ],[-0.1112185  -0.8146817  -0.04908075  0.9512123 ],280
281,0,[-0.1112185  -0.8146817  -0.04908075  0.9512123 ],[-0.12751214 -1.00911    -0.03005651  1.2280796 ],281
282,1,[-0.12751214 -1.00911    -0.03005651  1.2280796 ],[-0.14769433 -0.81361437 -0.00549492  0.9261333 ],282
283,1,[-0.14769433 -0.81361437 -0.00549492  0.9261333 ],[-0.16396663 -0.61841863  0.01302775  0.6317286 ],283
284,1,[-0.16396663 -0.61841863  0.01302775  0.6317286 ],[-0.17633499 -0.42348087  0.02566232  0.34317675],284
285,1,[-0.17633499 -0.42348087  0.02566232  0.34317675],[-0.18480462 -0.22873323  0.03252585  0.05869538],285
286,1,[-0.18480462 -0.22873323  0.03252585  0.05869538],[-0.18937927 -0.03409236  0.03369976 -0.22355057],286
287,1,[-0.18937927 -0.03409236  0.03369976 -0.22355057],[-0.19006112  0.16053213  0.02922875 -0.5054157 ],287
288,1,[-0.19006112  0.16053213  0.02922875 -0.5054157 ],[-0.18685049  0.35523024  0.01912044 -0.7887461 ],288
289,0,[-0.18685049  0.35523024  0.01912044 -0.7887461 ],[-0.17974588  0.15985098  0.00334551 -0.4901097 ],289
290,0,[-0.17974588  0.15985098  0.00334551 -0.4901097 ],[-0.17654885 -0.03531801 -0.00645668 -0.19637428],290
291,0,[-0.17654885 -0.03531801 -0.00645668 -0.19637428],[-0.17725521 -0.23034701 -0.01038417  0.09426487],291
292,0,[-0.17725521 -0.23034701 -0.01038417  0.09426487],[-0.18186216 -0.4253186  -0.00849887  0.3836536 ],292
293,0,[-0.18186216 -0.4253186  -0.00849887  0.3836536 ],[-0.19036853 -0.62031883 -0.0008258   0.6736448 ],293
294,0,[-0.19036853 -0.62031883 -0.0008258   0.6736448 ],[-0.20277491 -0.81542933  0.0126471   0.9660676 ],294
295,0,[-0.20277491 -0.81542933  0.0126471   0.9660676 ],[-0.2190835  -1.0107188   0.03196845  1.2626966 ],295
296,1,[-0.2190835  -1.0107188   0.03196845  1.2626966 ],[-0.23929787 -0.8160199   0.05722238  0.9801945 ],296
297,1,[-0.23929787 -0.8160199   0.05722238  0.9801945 ],[-0.25561827 -0.6217097   0.07682627  0.7060205 ],297
298,1,[-0.25561827 -0.6217097   0.07682627  0.7060205 ],[-0.26805246 -0.42773148  0.09094668  0.43847615],298
299,1,[-0.26805246 -0.42773148  0.09094668  0.43847615],[-0.2766071  -0.23400655  0.09971621  0.17579116],299
300,1,[-0.2766071  -0.23400655  0.09971621  0.17579116],[-0.28128722 -0.04044258  0.10323203 -0.08384448],300
301,1,[-0.28128722 -0.04044258  0.10323203 -0.08384448],[-0.2820961   0.15305972  0.10155514 -0.34225637],301
302,1,[-0.2820961   0.15305972  0.10155514 -0.34225637],[-0.27903488  0.34660125  0.09471001 -0.601267  ],302
303,1,[-0.27903488  0.34660125  0.09471001 -0.601267  ],[-0.27210286  0.5402796   0.08268467 -0.8626794 ],303
304,1,[-0.27210286  0.5402796   0.08268467 -0.8626794 ],[-0.26129726  0.7341844   0.06543108 -1.1282612 ],304
305,1,[-0.26129726  0.7341844   0.06543108 -1.1282612 ],[-0.24661358  0.92839104  0.04286586 -1.3997248 ],305
306,0,[-0.24661358  0.92839104  0.04286586 -1.3997248 ],[-0.22804576  0.7327633   0.01487136 -1.0939541 ],306
307,0,[-0.22804576  0.7327633   0.01487136 -1.0939541 ],[-0.21339048  0.53744864 -0.00700772 -0.7966425 ],307
308,0,[-0.21339048  0.53744864 -0.00700772 -0.7966425 ],[-0.20264152  0.34242353 -0.02294057 -0.5061723 ],308
309,0,[-0.20264152  0.34242353 -0.02294057 -0.5061723 ],[-0.19579305  0.14763224 -0.03306402 -0.22080614],309
310,0,[-0.19579305  0.14763224 -0.03306402 -0.22080614],[-0.1928404  -0.04700188 -0.03748014  0.06126641],310
311,0,[-0.1928404  -0.04700188 -0.03748014  0.06126641],[-0.19378044 -0.24156697 -0.03625481  0.34189248],311
312,0,[-0.19378044 -0.24156697 -0.03625481  0.34189248],[-0.19861178 -0.43615484 -0.02941696  0.62292594],312
313,1,[-0.19861178 -0.43615484 -0.02941696  0.62292594],[-0.20733488 -0.24063477 -0.01695844  0.32112536],313
314,1,[-0.20733488 -0.24063477 -0.01695844  0.32112536],[-0.21214756 -0.04527548 -0.01053593  0.02314302],314
315,1,[-0.21214756 -0.04527548 -0.01053593  0.02314302],[-0.21305308  0.14999597 -0.01007308 -0.27284542],315
316,0,[-0.21305308  0.14999597 -0.01007308 -0.27284542],[-0.21005316 -0.04498081 -0.01552998  0.01664349],316
317,0,[-0.21005316 -0.04498081 -0.01552998  0.01664349],[-0.21095277 -0.23987664 -0.01519711  0.30438635],317
318,0,[-0.21095277 -0.23987664 -0.01519711  0.30438635],[-0.2157503  -0.43477875 -0.00910939  0.592238  ],318
319,0,[-0.2157503  -0.43477875 -0.00910939  0.592238  ],[-0.22444588 -0.629772    0.00273537  0.8820376 ],319
320,1,[-0.22444588 -0.629772    0.00273537  0.8820376 ],[-0.23704132 -0.43468732  0.02037613  0.59021586],320
321,1,[-0.23704132 -0.43468732  0.02037613  0.59021586],[-0.24573506 -0.2398565   0.03218044  0.30402046],321
322,1,[-0.24573506 -0.2398565   0.03218044  0.30402046],[-0.2505322  -0.04520759  0.03826085  0.02165769],322
323,0,[-0.2505322  -0.04520759  0.03826085  0.02165769],[-0.25143635 -0.24085675  0.03869401  0.3261626 ],323
324,0,[-0.25143635 -0.24085675  0.03869401  0.3261626 ],[-0.25625348 -0.43650764  0.04521726  0.63079244],324
325,1,[-0.25625348 -0.43650764  0.04521726  0.63079244],[-0.26498365 -0.24204482  0.05783311  0.35268572],325
326,1,[-0.26498365 -0.24204482  0.05783311  0.35268572],[-0.26982453 -0.0477909   0.06488682  0.07878546],326
327,1,[-0.26982453 -0.0477909   0.06488682  0.07878546],[-0.27078035  0.14634375  0.06646253 -0.19274038],327
328,1,[-0.27078035  0.14634375  0.06646253 -0.19274038],[-0.26785347  0.3404551   0.06260772 -0.46373895],328
329,1,[-0.26785347  0.3404551   0.06260772 -0.46373895],[-0.26104438  0.534639    0.05333294 -0.73604953],329
330,1,[-0.26104438  0.534639    0.05333294 -0.73604953],[-0.2503516   0.7289853   0.03861196 -1.011482  ],330
331,1,[-0.2503516   0.7289853   0.03861196 -1.011482  ],[-0.2357719   0.92357135  0.01838231 -1.2917944 ],331
332,1,[-0.2357719   0.92357135  0.01838231 -1.2917944 ],[-0.21730046  1.1184548  -0.00745357 -1.5786662 ],332
333,0,[-0.21730046  1.1184548  -0.00745357 -1.5786662 ],[-0.19493137  0.92342246 -0.0390269  -1.2883171 ],333
334,0,[-0.19493137  0.92342246 -0.0390269  -1.2883171 ],[-0.17646292  0.7288182  -0.06479324 -1.0081038 ],334
335,0,[-0.17646292  0.7288182  -0.06479324 -1.0081038 ],[-0.16188656  0.5346182  -0.08495531 -0.7364511 ],335
336,0,[-0.16188656  0.5346182  -0.08495531 -0.7364511 ],[-0.15119419  0.340766   -0.09968434 -0.4716683 ],336
337,0,[-0.15119419  0.340766   -0.09968434 -0.4716683 ],[-0.14437887  0.14718293 -0.1091177  -0.21199387],337
338,0,[-0.14437887  0.14718293 -0.1091177  -0.21199387],[-0.1414352  -0.04622345 -0.11335758  0.04437331],338
339,0,[-0.1414352  -0.04622345 -0.11335758  0.04437331],[-0.14235967 -0.2395528  -0.11247011  0.2992503 ],339
340,0,[-0.14235967 -0.2395528  -0.11247011  0.2992503 ],[-0.14715074 -0.43290693 -0.10648511  0.55445254],340
341,0,[-0.14715074 -0.43290693 -0.10648511  0.55445254],[-0.15580888 -0.6263852  -0.09539606  0.8117786 ],341
342,0,[-0.15580888 -0.6263852  -0.09539606  0.8117786 ],[-0.16833659 -0.82008    -0.07916049  1.0729958 ],342
343,0,[-0.16833659 -0.82008    -0.07916049  1.0729958 ],[-0.18473817 -1.0140715  -0.05770057  1.3398229 ],343
344,1,[-0.18473817 -1.0140715  -0.05770057  1.3398229 ],[-0.20501961 -0.8182725  -0.03090411  1.0296587 ],344
345,1,[-0.20501961 -0.8182725  -0.03090411  1.0296587 ],[-0.22138506 -0.6227532  -0.01031094  0.7274354 ],345
346,1,[-0.22138506 -0.6227532  -0.01031094  0.7274354 ],[-0.23384012 -0.42749023  0.00423777  0.43152517],346
347,1,[-0.23384012 -0.42749023  0.00423777  0.43152517],[-0.24238992 -0.23242854  0.01286827  0.14018115],347
348,1,[-0.24238992 -0.23242854  0.01286827  0.14018115],[-0.2470385  -0.03749323  0.01567189 -0.14841443],348
349,1,[-0.2470385  -0.03749323  0.01567189 -0.14841443],[-0.24778835  0.15740083  0.01270361 -0.43611228],349
350,1,[-0.24778835  0.15740083  0.01270361 -0.43611228],[-0.24464035  0.35234067  0.00398136 -0.7247637 ],350
351,0,[-0.24464035  0.35234067  0.00398136 -0.7247637 ],[-0.23759353  0.15716389 -0.01051391 -0.4308303 ],351
352,0,[-0.23759353  0.15716389 -0.01051391 -0.4308303 ],[-0.23445025 -0.03780762 -0.01913052 -0.14148025],352
353,0,[-0.23445025 -0.03780762 -0.01913052 -0.14148025],[-0.23520641 -0.23265043 -0.02196012  0.14510646],353
354,0,[-0.23520641 -0.23265043 -0.02196012  0.14510646],[-0.23985942 -0.42745113 -0.01905799  0.43078128],354
355,0,[-0.23985942 -0.42745113 -0.01905799  0.43078128],[-0.24840844 -0.62229806 -0.01044237  0.71739596],355
356,0,[-0.24840844 -0.62229806 -0.01044237  0.71739596],[-0.2608544  -0.817274    0.00390555  1.0067738 ],356
357,0,[-0.2608544  -0.817274    0.00390555  1.0067738 ],[-0.27719986 -1.0124478   0.02404103  1.3006806 ],357
358,1,[-0.27719986 -1.0124478   0.02404103  1.3006806 ],[-0.29744884 -0.8176391   0.05005464  1.0156194 ],358
359,1,[-0.29744884 -0.8176391   0.05005464  1.0156194 ],[-0.31380162 -0.6232191   0.07036703  0.7390645 ],359
360,1,[-0.31380162 -0.6232191   0.07036703  0.7390645 ],[-0.326266   -0.4291357   0.08514832  0.46933073],360
361,1,[-0.326266   -0.4291357   0.08514832  0.46933073],[-0.3348487  -0.23531333  0.09453493  0.20465383],361
362,1,[-0.3348487  -0.23531333  0.09453493  0.20465383],[-0.33955497 -0.04166147  0.09862801 -0.05677504],362
363,1,[-0.33955497 -0.04166147  0.09862801 -0.05677504],[-0.3403882   0.15191813  0.09749251 -0.31678367],363
364,1,[-0.3403882   0.15191813  0.09749251 -0.31678367],[-0.33734983  0.34552604  0.09115683 -0.5771991 ],364
365,1,[-0.33734983  0.34552604  0.09115683 -0.5771991 ],[-0.33043933  0.53926     0.07961285 -0.83983046],365
366,1,[-0.33043933  0.53926     0.07961285 -0.83983046],[-0.31965414  0.73321     0.06281625 -1.1064525 ],366
367,1,[-0.31965414  0.73321     0.06281625 -1.1064525 ],[-0.30498993  0.9274524   0.0406872  -1.3787856 ],367
368,0,[-0.30498993  0.9274524   0.0406872  -1.3787856 ],[-0.28644088  0.7318467   0.01311148 -1.0736612 ],368
369,0,[-0.28644088  0.7318467   0.01311148 -1.0736612 ],[-0.27180395  0.5365539  -0.00836174 -0.77689254],369
370,0,[-0.27180395  0.5365539  -0.00836174 -0.77689254],[-0.26107287  0.341548   -0.02389959 -0.48685214],370
371,0,[-0.26107287  0.341548   -0.02389959 -0.48685214],[-0.2542419   0.14677127 -0.03363664 -0.20179632],371
372,0,[-0.2542419   0.14677127 -0.03363664 -0.20179632],[-0.25130647 -0.04785388 -0.03767256  0.08008896],372
373,0,[-0.25130647 -0.04785388 -0.03767256  0.08008896],[-0.25226355 -0.2424161  -0.03607078  0.36065212],373
374,0,[-0.25226355 -0.2424161  -0.03607078  0.36065212],[-0.25711188 -0.43700725 -0.02885774  0.64174646],374
375,0,[-0.25711188 -0.43700725 -0.02885774  0.64174646],[-0.26585203 -0.6317153  -0.01602281  0.9252039 ],375
376,1,[-0.26585203 -0.6317153  -0.01602281  0.9252039 ],[-0.27848634 -0.43638065  0.00248127  0.6275291 ],376
377,1,[-0.27848634 -0.43638065  0.00248127  0.6275291 ],[-0.28721395 -0.24129342  0.01503185  0.3356286 ],377
378,1,[-0.28721395 -0.24129342  0.01503185  0.3356286 ],[-0.2920398  -0.04638859  0.02174442  0.04772358],378
379,1,[-0.2920398  -0.04638859  0.02174442  0.04772358],[-0.2929676   0.14841492  0.02269889 -0.23802026],379
380,1,[-0.2929676   0.14841492  0.02269889 -0.23802026],[-0.28999928  0.34320536  0.01793849 -0.52345777],380
381,1,[-0.28999928  0.34320536  0.01793849 -0.52345777],[-0.28313518  0.5380703   0.00746933 -0.8104345 ],381
382,0,[-0.28313518  0.5380703   0.00746933 -0.8104345 ],[-0.27237377  0.34284684 -0.00873936 -0.5154115 ],382
383,0,[-0.27237377  0.34284684 -0.00873936 -0.5154115 ],[-0.26551685  0.14784904 -0.01904759 -0.2254953 ],383
384,0,[-0.26551685  0.14784904 -0.01904759 -0.2254953 ],[-0.26255986 -0.04699558 -0.02355749  0.06111897],384
385,0,[-0.26255986 -0.04699558 -0.02355749  0.06111897],[-0.26349977 -0.241772   -0.02233511  0.34627724],385
386,0,[-0.26349977 -0.241772   -0.02233511  0.34627724],[-0.2683352  -0.43656924 -0.01540957  0.63183427],386
387,1,[-0.2683352  -0.43656924 -0.01540957  0.63183427],[-0.2770666  -0.24123572 -0.00277288  0.33433855],387
388,1,[-0.2770666  -0.24123572 -0.00277288  0.33433855],[-0.28189132 -0.04607441  0.00391389  0.04078247],388
389,1,[-0.28189132 -0.04607441  0.00391389  0.04078247],[-0.2828128   0.1489912   0.00472954 -0.250663  ],389
390,1,[-0.2828128   0.1489912   0.00472954 -0.250663  ],[-2.7983296e-01  3.4404528e-01 -2.8372364e-04 -5.4185039e-01],390
391,1,[-2.7983296e-01  3.4404528e-01 -2.8372364e-04 -5.4185039e-01],[-0.27295205  0.5391712  -0.01112073 -0.83462274],391
392,0,[-0.27295205  0.5391712  -0.01112073 -0.83462274],[-0.26216865  0.34420297 -0.02781319 -0.54545784],392
393,0,[-0.26216865  0.34420297 -0.02781319 -0.54545784],[-0.25528458  0.14948264 -0.03872234 -0.26166633],393
394,0,[-0.25528458  0.14948264 -0.03872234 -0.26166633],[-0.25229493 -0.04506579 -0.04395567  0.01855603],394
395,0,[-0.25229493 -0.04506579 -0.04395567  0.01855603],[-0.25319624 -0.23953071 -0.04358455  0.29705286],395
396,0,[-0.25319624 -0.23953071 -0.04358455  0.29705286],[-0.25798684 -0.4340051  -0.03764349  0.57567763],396
397,0,[-0.25798684 -0.4340051  -0.03764349  0.57567763],[-0.26666695 -0.62857974 -0.02612994  0.8562682 ],397
398,0,[-0.26666695 -0.62857974 -0.02612994  0.8562682 ],[-0.27923855 -0.82333606 -0.00900457  1.1406217 ],398
399,0,[-0.27923855 -0.82333606 -0.00900457  1.1406217 ],[-0.29570526 -1.0183392   0.01380786  1.4304671 ],399
400,1,[-0.29570526 -1.0183392   0.01380786  1.4304671 ],[-0.31607205 -0.82339036  0.0424172   1.1421312 ],400
401,1,[-0.31607205 -0.82339036  0.0424172   1.1421312 ],[-0.33253986 -0.62884766  0.06525983  0.8630465 ],401
402,1,[-0.33253986 -0.62884766  0.06525983  0.8630465 ],[-0.34511682 -0.43467197  0.08252075  0.5915758 ],402
403,1,[-0.34511682 -0.43467197  0.08252075  0.5915758 ],[-0.35381025 -0.24079637  0.09435228  0.32598558],403
404,1,[-0.35381025 -0.24079637  0.09435228  0.32598558],[-0.3586262  -0.04713556  0.10087198  0.06448486],404
405,1,[-0.3586262  -0.04713556  0.10087198  0.06448486],[-0.3595689   0.14640634  0.10216168 -0.19474614],405
406,1,[-0.3595689   0.14640634  0.10216168 -0.19474614],[-0.35664076  0.3399298   0.09826676 -0.45353448],406
407,1,[-0.35664076  0.3399298   0.09826676 -0.45353448],[-0.34984216  0.5335348   0.08919607 -0.71369714],407
408,1,[-0.34984216  0.5335348   0.08919607 -0.71369714],[-0.33917147  0.72731614  0.07492213 -0.9770246 ],408
409,1,[-0.33917147  0.72731614  0.07492213 -0.9770246 ],[-0.32462516  0.92135775  0.05538163 -1.245264  ],409
410,0,[-0.32462516  0.92135775  0.05538163 -1.245264  ],[-0.306198    0.7255708   0.03047635 -0.93576   ],410
411,0,[-0.306198    0.7255708   0.03047635 -0.93576   ],[-0.29168656  0.5300514   0.01176115 -0.63365835],411
412,0,[-0.29168656  0.5300514   0.01176115 -0.63365835],[-0.28108555  0.33476737 -0.00091201 -0.3372949 ],412
413,0,[-0.28108555  0.33476737 -0.00091201 -0.3372949 ],[-0.2743902   0.13965839 -0.00765791 -0.04489971],413
414,0,[-0.2743902   0.13965839 -0.00765791 -0.04489971],[-0.27159703 -0.05535291 -0.00855591  0.24535728],414
415,1,[-0.27159703 -0.05535291 -0.00855591  0.24535728],[-0.2727041   0.1398902  -0.00364876 -0.05001207],415
416,1,[-0.2727041   0.1398902  -0.00364876 -0.05001207],[-0.26990628  0.33506426 -0.004649   -0.34384397],416
417,1,[-0.26990628  0.33506426 -0.004649   -0.34384397],[-0.263205    0.53025204 -0.01152588 -0.6379893 ],417
418,1,[-0.263205    0.53025204 -0.01152588 -0.6379893 ],[-0.25259995  0.7255328  -0.02428567 -0.9342795 ],418
419,0,[-0.25259995  0.7255328  -0.02428567 -0.9342795 ],[-0.23808931  0.53074676 -0.04297126 -0.64932585],419
420,0,[-0.23808931  0.53074676 -0.04297126 -0.64932585],[-0.22747438  0.3362489  -0.05595778 -0.37047803],420
421,0,[-0.22747438  0.3362489  -0.05595778 -0.37047803],[-0.2207494   0.14196476 -0.06336734 -0.095951  ],421
422,0,[-0.2207494   0.14196476 -0.06336734 -0.095951  ],[-0.2179101  -0.05219444 -0.06528635  0.17608574],422
423,0,[-0.2179101  -0.05219444 -0.06528635  0.17608574],[-0.218954   -0.24632426 -0.06176464  0.44747958],423
424,0,[-0.218954   -0.24632426 -0.06176464  0.44747958],[-0.22388047 -0.44052058 -0.05281505  0.7200713 ],424
425,0,[-0.22388047 -0.44052058 -0.05281505  0.7200713 ],[-0.23269089 -0.63487357 -0.03841362  0.9956739 ],425
426,0,[-0.23269089 -0.63487357 -0.03841362  0.9956739 ],[-0.24538836 -0.82946134 -0.01850014  1.2760494 ],426
427,1,[-0.24538836 -0.82946134 -0.01850014  1.2760494 ],[-0.26197758 -0.63410836  0.00702084  0.9776314 ],427
428,1,[-0.26197758 -0.63410836  0.00702084  0.9776314 ],[-0.27465975 -0.43908128  0.02657347  0.68716204],428
429,1,[-0.27465975 -0.43908128  0.02657347  0.68716204],[-0.28344136 -0.24433807  0.04031671  0.40296203],429
430,1,[-0.28344136 -0.24433807  0.04031671  0.40296203],[-0.28832814 -0.04981042  0.04837595  0.12325758],430
431,1,[-0.28832814 -0.04981042  0.04837595  0.12325758],[-0.28932434  0.14458628  0.0508411  -0.15377936],431
432,1,[-0.28932434  0.14458628  0.0508411  -0.15377936],[-0.28643262  0.3389448   0.04776552 -0.4299996 ],432
433,1,[-0.28643262  0.3389448   0.04776552 -0.4299996 ],[-0.27965373  0.53335893  0.03916553 -0.7072505 ],433
434,1,[-0.27965373  0.53335893  0.03916553 -0.7072505 ],[-0.26898655  0.7279171   0.02502052 -0.98735213],434
435,0,[-0.26898655  0.7279171   0.02502052 -0.98735213],[-0.2544282   0.53246915  0.00527347 -0.68691677],435
436,0,[-0.2544282   0.53246915  0.00527347 -0.68691677],[-0.24377882  0.33727443 -0.00846486 -0.39257833],436
437,0,[-0.24377882  0.33727443 -0.00846486 -0.39257833],[-0.23703334  0.14227362 -0.01631643 -0.10257624],437
438,0,[-0.23703334  0.14227362 -0.01631643 -0.10257624],[-0.23418786 -0.05261075 -0.01836795  0.18491457],438
439,0,[-0.23418786 -0.05261075 -0.01836795  0.18491457],[-0.23524007 -0.24746513 -0.01466966  0.47174698],439
440,0,[-0.23524007 -0.24746513 -0.01466966  0.47174698],[-0.24018937 -0.44237685 -0.00523472  0.7597704 ],440
441,0,[-0.24018937 -0.44237685 -0.00523472  0.7597704 ],[-0.24903691 -0.6374263   0.00996068  1.0508015 ],441
