,Action,State (Before),State (After),Total Reward
131,3,"[ 84   0   0   2   3 112   0 224 240   0   0 240   0 248 240 192 128 240
 128 254 240 248 192 240 193 255 240 254 224  32 170 255   8   1  80 221
   0 220  10  48 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 253 204   0   3 165 187   0   4 247 134  38 179   8
   9   0 244  83  26 218 141 174  95   4 255  10  20 254 137  43  16  38
  34 138 242  98  57  31  26   0   0   8 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]","[ 88   0   0   8 158  16   0 248  48   0 192  48   0 254 240   0 224 112
   1 255 240 224 240 240   7 255 240 248 248  32 170 255   8   1  80 221
   0 220  12   0 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 251 206   0   3 207 194   0   6 245 190  38  61  10
  11   0  54  85 164 222 249 176  97   4 255  10  21   0 136 139   8 142
  32 140 238 148  60  61  24   0   0   8 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]",2000.0
132,3,"[ 88   0   0   8 158  16   0 248  48   0 192  48   0 254 240   0 224 112
   1 255 240 224 240 240   7 255 240 248 248  32 170 255   8   1  80 221
   0 220  12   0 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 251 206   0   3 207 194   0   6 245 190  38  61  10
  11   0  54  85 164 222 249 176  97   4 255  10  21   0 136 139   8 142
  32 140 238 148  60  61  24   0   0   8 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]","[ 92   0   0   6 153   0   0 252  16   0 224  16   0 255 112   0 240  48
   3 255 240 192 248 112  15 255 240 240 252  32 170 255   8   1  80 221
   0 220  14 192 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 249 208   0   3 211  95   0   8 243 252  37 175  13
  13   0 120  87 235 227 157 178  99   4 255  11  22   2 136  99   0 240
  30 142 234 116  63  30  22   0   0   8 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]",2000.0
133,3,"[ 92   0   0   6 153   0   0 252  16   0 224  16   0 255 112   0 240  48
   3 255 240 192 248 112  15 255 240 240 252  32 170 255   8   1  80 221
   0 220  14 192 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 249 208   0   3 211  95   0   8 243 252  37 175  13
  13   0 120  87 235 227 157 178  99   4 255  11  22   2 136  99   0 240
  30 142 234 116  63  30  22   0   0   8 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]","[ 96   0   0   4 148   0   0 254   0   0 112   0   1 255  48   0 248  16
   7 255 240 128 252  48  31 255 240 224 254  32 170 255   8   1  80 221
   1 220  16 112 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 247 210   0   3 218 181   0  10 242  64  37  15  14
  15   0 186  89 230 232 108 181 101   4 255  11  23   4 136 173 249  82
  28 144 230   0  65 183  20   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]",2000.0
134,3,"[ 96   0   0   4 148   0   0 254   0   0 112   0   1 255  48   0 248  16
   7 255 240 128 252  48  31 255 240 224 254  32 170 255   8   1  80 221
   1 220  16 112 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 247 210   0   3 218 181   0  10 242  64  37  15  14
  15   0 186  89 230 232 108 181 101   4 255  11  23   4 136 173 249  82
  28 144 230   0  65 183  20   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]","[100   0   0   2 143   0   0 127   0   0  56   0   3 255  16   0 124   0
  15 255 240   0 254  16  63 255 240 192 255  32 170 255   8   1  80 221
   1 220  18  48 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 245 212   0   3  27 134   0  12 240 138  36  93  16
  17   0 252  91 148 237 101 183 103   4 255  12  24   6 137 107 241 188
  26 146 225  69  68   6  18   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]",2000.0
135,3,"[100   0   0   2 143   0   0 127   0   0  56   0   3 255  16   0 124   0
  15 255 240   0 254  16  63 255 240 192 255  32 170 255   8   1  80 221
   1 220  18  48 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 245 212   0   3  27 134   0  12 240 138  36  93  16
  17   0 252  91 148 237 101 183 103   4 255  12  24   6 137 107 241 188
  26 146 225  69  68   6  18   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]","[104   0   0   8 138   0   3  31   0   0  14   0  15 127   0   0  31   0
  63 255  48   1  63   0 255 255 240   3 127  32 170 255   8   1  80 221
   1 220  20 224 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 243 214   0   3 235 248   0  14 238 225  35 147  18
  19   0  62  92 243 242 127 185 105   4 255  13  25   8 138 161 234  54
  24 148 220  71  70   2  16   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]",2000.0
136,3,"[104   0   0   8 138   0   3  31   0   0  14   0  15 127   0   0  31   0
  63 255  48   1  63   0 255 255 240   3 127  32 170 255   8   1  80 221
   1 220  20 224 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 243 214   0   3 235 248   0  14 238 225  35 147  18
  19   0  62  92 243 242 127 185 105   4 255  13  25   8 138 161 234  54
  24 148 220  71  70   2  16   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]","[108   0   0   6 133   0   7  15   0   0   7   0  31  63   0   1  15   0
 127 255  16   3  31 128 255 255 112   7  63  32 170 255   8   1  80 221
   1 220  22 144 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 241 216   0   3 112  95   0  16 237  63  34 183  19
  21   0 128  94   2 247 179 187 107   4 255  13  26  10 140  69 226 194
  22 150 215   6  71 170  14   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]",2000.0
137,3,"[108   0   0   6 133   0   7  15   0   0   7   0  31  63   0   1  15   0
 127 255  16   3  31 128 255 255 112   7  63  32 170 255   8   1  80 221
   1 220  22 144 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 241 216   0   3 112  95   0  16 237  63  34 183  19
  21   0 128  94   2 247 179 187 107   4 255  13  26  10 140  69 226 194
  22 150 215   6  71 170  14   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]","[112   0   0   4 128   0  15   7   0   1   3   0  63  31   0   3   7   0
 255 255   0   7  15 192 255 255  48  15  31  32 170 255   8   1  80 221
   1 220  24  48 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 239 218   0   3  87 201   0  18 235 169  33 201  22
  23   0 194  94 191 252 255 190 109   4 255  14  27  12 142  91 219 109
  20 152 209 129  72 247  12   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]",2000.0
138,3,"[112   0   0   4 128   0  15   7   0   1   3   0  63  31   0   3   7   0
 255 255   0   7  15 192 255 255  48  15  31  32 170 255   8   1  80 221
   1 220  24  48 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 239 218   0   3  87 201   0  18 235 169  33 201  22
  23   0 194  94 191 252 255 190 109   4 255  14  27  12 142  91 219 109
  20 152 209 129  72 247  12   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]","[116   0   0   2 123   0  31   3   0   3   1   0 127  15   0   7   3 128
 255 127   0  15   7 224 255 255  16  31  15  32 170 255   8   1  80 221
   1 220  26 224 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 237 220   0   3  53  99   0  20 234  31  32 195  24
  25   0   4  95  35   2  98 192 111   4 255  15  28  14 144 227 212  56
  18 154 203 200  73 230  10   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]",2000.0
139,3,"[116   0   0   2 123   0  31   3   0   3   1   0 127  15   0   7   3 128
 255 127   0  15   7 224 255 255  16  31  15  32 170 255   8   1  80 221
   1 220  26 224 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 237 220   0   3  53  99   0  20 234  31  32 195  24
  25   0   4  95  35   2  98 192 111   4 255  15  28  14 144 227 212  56
  18 154 203 200  73 230  10   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]","[120   0   0   8 118   0 127   0   0  14   0 128 255   3   0  31   0 224
 255  31   0  63   1 240 255 127   0 127 131  32 170 255   8   1  80 221
   1 220  28 128 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 235 222   0   3 116  65   0  22 232 161  31 177  25
  27   0  70  95  45   7 204 194 113   4 255  15  29  16 147 213 205  47
  16 156 197 220  74 116   8   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]",2000.0
140,3,"[120   0   0   8 118   0 127   0   0  14   0 128 255   3   0  31   0 224
 255  31   0  63   1 240 255 127   0 127 131  32 170 255   8   1  80 221
   1 220  28 128 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 235 222   0   3 116  65   0  22 232 161  31 177  25
  27   0  70  95  45   7 204 194 113   4 255  15  29  16 147 213 205  47
  16 156 197 220  74 116   8   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]","[124   0   0   6 113   0 254   0   0  28   0 192 255   1   0  62   0 240
 255  15   0 127   0 240 255  63   0 255 193  32 170 255   8   1  80 221
   1 220  30  32 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 233 224   0   3 101 201   0  24 231  47  30 137  28
  29   0 136  94 220  13  60 197 115   4 255  16  30  18 151  51 198  85
  14 158 191 195  74 154   6   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]",2000.0
141,3,"[124   0   0   6 113   0 254   0   0  28   0 192 255   1   0  62   0 240
 255  15   0 127   0 240 255  63   0 255 193  32 170 255   8   1  80 221
   1 220  30  32 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 233 224   0   3 101 201   0  24 231  47  30 137  28
  29   0 136  94 220  13  60 197 115   4 255  16  30  18 151  51 198  85
  14 158 191 195  74 154   6   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]","[128   0   0   4 108 128 252   0   0  56   0 224 255   0   0 124   0 240
 255   7   0 254 128 240 255  31 128 255 224  32 170 255   8   1  80 221
   1 220  32 176 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 231 226   0   3 209 190   0  26 229 207  29  85  30
  31   0 202  94  48  18 162 199 117   4 255  17  31  20 154 245 191 176
  12 160 185 135  74  82   4   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]",2000.0
142,3,"[128   0   0   4 108 128 252   0   0  56   0 224 255   0   0 124   0 240
 255   7   0 254 128 240 255  31 128 255 224  32 170 255   8   1  80 221
   1 220  32 176 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 231 226   0   3 209 190   0  26 229 207  29  85  30
  31   0 202  94  48  18 162 199 117   4 255  17  31  20 154 245 191 176
  12 160 185 135  74  82   4   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]","[132   0   0   2 103 192 248   0   0 112   0 240 254   0   0 248   0 240
 255   3 128 252 192 240 255  15 192 254 240  32 170 255   8   1  80 221
   1 220  34  80 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 229 228   0   3 232 252   0  28 228 123  28  15  31
  33   0  12  93  54  24   1 201 119   4 255  17   0  22 159  33 185  73
  10 162 179  45  73 152   2   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]",2000.0
143,3,"[132   0   0   2 103 192 248   0   0 112   0 240 254   0   0 248   0 240
 255   3 128 252 192 240 255  15 192 254 240  32 170 255   8   1  80 221
   1 220  34  80 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 229 228   0   3 232 252   0  28 228 123  28  15  31
  33   0  12  93  54  24   1 201 119   4 255  17   0  22 159  33 185  73
  10 162 179  45  73 152   2   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]","[136   0   0   8  98 240 224   0 128 192   0 240 248   0 192 224 192 240
 255   0 224 240 240 240 255   3 240 248 252  32 170 255   8   1  80 221
   1 220  36 240 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 227 230   0   3  50 206   0  30 227  51  26 183  34
  35   0  78  91 225  29  83 204 121   4 255  18   1  24 163 170 179  30
   8 164 172 192  72 113   0   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]",2000.0
144,3,"[136   0   0   8  98 240 224   0 128 192   0 240 248   0 192 224 192 240
 255   0 224 240 240 240 255   3 240 248 252  32 170 255   8   1  80 221
   1 220  36 240 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 227 230   0   3  50 206   0  30 227  51  26 183  34
  35   0  78  91 225  29  83 204 121   4 255  18   1  24 163 170 179  30
   8 164 172 192  72 113   0   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]","[140   0   0   6  93 240 192   0 192 128 128 240 240   0 224 192 224 240
 254   0 240 224 248 240 255 129 240 240 254  32 170 255   8   1  80 221
   1 220  38 128 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 225 232   0   3  51  94   0  32 225 253  25  83  35
  37   0 144  90  49  34 137 206 123   4 255  19   2  26 168 143 173  62
   6 166 166  64  70 207 254   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]",2000.0
145,3,"[140   0   0   6  93 240 192   0 192 128 128 240 240   0 224 192 224 240
 254   0 240 224 248 240 255 129 240 240 254  32 170 255   8   1  80 221
   1 220  38 128 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 225 232   0   3  51  94   0  32 225 253  25  83  35
  37   0 144  90  49  34 137 206 123   4 255  19   2  26 168 143 173  62
   6 166 166  64  70 207 254   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]","[144   0   0   4  88 240 128   0 224   0 192 240 224   0 240 128 240 240
 252 128 240 192 252 240 255 192 240 224 255  32 170 255   8   1  80 221
   1 220  40  32 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 223 234   0   3   4 145   0  34 224 217  23 221  37
  39   0 210  88  45  39 165 208 125   4 255  19   3  28 173 208 167 170
   4 168 159 185  68 189 252   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]",2000.0
146,3,"[144   0   0   4  88 240 128   0 224   0 192 240 224   0 240 128 240 240
 252 128 240 192 252 240 255 192 240 224 255  32 170 255   8   1  80 221
   1 220  40  32 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 223 234   0   3   4 145   0  34 224 217  23 221  37
  39   0 210  88  45  39 165 208 125   4 255  19   3  28 173 208 167 170
   4 168 159 185  68 189 252   0   0   9 255  45  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]","[148   0   0   2  83 240   0   0 112   0 224 240 192 128 240   0 248 240
 248 192 240 128 254 240 254 224 240 193 255  32 170   1   8   1  80 221
   1 220  42 176 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 221 236   0   3 206 122   0  10 195 121 198 239  94
  63   1  20  85 213  44 155 210 127   4   8  20   4  30 179 102 162 104
   2 170 153  48  66  46 250   0 250   8  12 148  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]",2000.0
147,3,"[148   0   0   2  83 240   0   0 112   0 224 240 192 128 240   0 248 240
 248 192 240 128 254 240 254 224 240 193 255  32 170   1   8   1  80 221
   1 220  42 176 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 221 236   0   3 206 122   0  10 195 121 198 239  94
  63   1  20  85 213  44 155 210 127   4   8  20   4  30 179 102 162 104
   2 170 153  48  66  46 250   0 250   8  12 148  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]","[152   0   0   8  78  48   0 192  16   0 248 240   0 224  48   0 254 240
 224 240 112   1 255 240 248 248 240   7 255  32 170   1   8   1  80 221
   1 220  44  80 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 219 238   0   3 155 188   0  12 198  61 196  31  96
  61   1  86  83  43  49 110 213 129   4   7  20   5  32 185  73 157 121
   0 172 146 178  63  43 248   0 250   8  10 152  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]",2000.0
148,3,"[152   0   0   8  78  48   0 192  16   0 248 240   0 224  48   0 254 240
 224 240 112   1 255 240 248 248 240   7 255  32 170   1   8   1  80 221
   1 220  44  80 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 219 238   0   3 155 188   0  12 198  61 196  31  96
  61   1  86  83  43  49 110 213 129   4   7  20   5  32 185  73 157 121
   0 172 146 178  63  43 248   0 250   8  10 152  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]","[156   0   0   6  73  16   0 224   0   0 252 112   0 240  16   0 255 240
 192 248  48   3 255 240 240 252 112  15 255  32 170   1   8   1  80 221
   0 220  46 224 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 217 240   0   3 126 183   0  14 201  31 193 115  98
  59   1 152  80  47  54  14 215 131   4   7  21   6  34 191 123 152 228
 254 174 140  71  59 170 246   0 250   8   8 156  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]",2000.0
149,3,"[156   0   0   6  73  16   0 224   0   0 252 112   0 240  16   0 255 240
 192 248  48   3 255 240 240 252 112  15 255  32 170   1   8   1  80 221
   0 220  46 224 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 217 240   0   3 126 183   0  14 201  31 193 115  98
  59   1 152  80  47  54  14 215 131   4   7  21   6  34 191 123 152 228
 254 174 140  71  59 170 246   0 250   8   8 156  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]","[160   0   0   4  68   0   0 112   0   0 254  48   0 248   0   1 255 240
 128 252  16   7 255 240 224 254  48  31 255  32 170   1   8   1  80 221
   0 220  48 128 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 215 242   0   3 251 103   0  16 204  31 190 235  99
  57   1 218  76 241  58 123 217 133   4   7  22   7  36 197 235 148 176
 252 176 133 234  55 181 244   0 251   7   6 160  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]",2000.0
150,3,"[160   0   0   4  68   0   0 112   0   0 254  48   0 248   0   1 255 240
 128 252  16   7 255 240 224 254  48  31 255  32 170   1   8   1  80 221
   0 220  48 128 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 215 242   0   3 251 103   0  16 204  31 190 235  99
  57   1 218  76 241  58 123 217 133   4   7  22   7  36 197 235 148 176
 252 176 133 234  55 181 244   0 251   7   6 160  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]","[164   0   0   2  63   0   0  56   0   0 127  16   0 124   0   3 255 240
   0 254   0  15 255 240 192 255  16  63 255  32 170   1   8   1  80 221
   0 220  50  16 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 213 244   0   3 149  77   0  19 207  67 188 137 102
  55   1  28  73 106  62 174 220 135   4   6  22   8  38 204 155 144 221
 250 178 127 175  51  61 242   0 251   7   4 164  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]",2000.0
151,3,"[164   0   0   2  63   0   0  56   0   0 127  16   0 124   0   3 255 240
   0 254   0  15 255 240 192 255  16  63 255  32 170   1   8   1  80 221
   0 220  50  16 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 213 244   0   3 149  77   0  19 207  67 188 137 102
  55   1  28  73 106  62 174 220 135   4   6  22   8  38 204 155 144 221
 250 178 127 175  51  61 242   0 251   7   4 164  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  97 246  54 249
 102 241]","[168   0   0   8  58   0   0  14   0   3  31   0   0  31   0  15 127  48
   1  63   0  63 255 240   3 127   0 255 255  32 170   1   8   1  80 221
   0 220  52 176 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 211 246   0   3 104 248   0  21 210 126 186  75 103
  53   1  94  69 163  66 163 222 137   4   6  23   9  40 211 138 141 109
 248 180 121  90  58  77 240   0 252   6   2 168  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  89 246  54 249
 102 241]",2000.0
152,3,"[168   0   0   8  58   0   0  14   0   3  31   0   0  31   0  15 127  48
   1  63   0  63 255 240   3 127   0 255 255  32 170   1   8   1  80 221
   0 220  52 176 144 222 144 221 255  62   0   8  60   0   0   0   0   0
   0   0   0   0   5 211 246   0   3 104 248   0  21 210 126 186  75 103
  53   1  94  69 163  66 163 222 137   4   6  23   9  40 211 138 141 109
 248 180 121  90  58  77 240   0 252   6   2 168  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  89 246  54 249
 102 241]","[172   0   0   6  53   0   0   7   0   7  15   0   1  15   0  31  63  16
   3  31   0 127 255 112   7  63 128 255 255  32 170   1   8   1  80 221
   0 220  54  80 144 222 144 221 255  62 139   3 152 255  68   0   0   0
   0   0   0   0   5 209 248   0   4 161 213   0  23 213 208 184  55 105
  51   1 160  65 157  70  83 224 139   4   6  23  10  42 218 176 138 102
 246 182 114 170  64 229 238   0 252   6   0 172  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  89 246  54 249
 102 241]",2000.0
153,3,"[172   0   0   6  53   0   0   7   0   7  15   0   1  15   0  31  63  16
   3  31   0 127 255 112   7  63 128 255 255  32 170   1   8   1  80 221
   0 220  54  80 144 222 144 221 255  62 139   3 152 255  68   0   0   0
   0   0   0   0   5 209 248   0   4 161 213   0  23 213 208 184  55 105
  51   1 160  65 157  70  83 224 139   4   6  23  10  42 218 176 138 102
 246 182 114 170  64 229 238   0 252   6   0 172  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  89 246  54 249
 102 241]","[176   0   0   4  48   0   1   3   0  15   7   0   3   7   0  63  31   0
   7  15   0 255 255  48  15  31 192 255 255  32 170 255   8   1  80 221
   1 220  56 224 144 222 144 221 255  62 141   3 143 255  72   0   0   0
   0   0   0   0   5 207 250   0   4 113  75   0  25 217  58 182  71 107
  49   1 226  61  97  73 189 227 141   4   5  24  11  44 226   7 135 207
 244 184 107 154  70 247 236   0 252   6 255 172  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  89 246  54 249
 102 241]",2000.0
154,3,"[176   0   0   4  48   0   1   3   0  15   7   0   3   7   0  63  31   0
   7  15   0 255 255  48  15  31 192 255 255  32 170 255   8   1  80 221
   1 220  56 224 144 222 144 221 255  62 141   3 143 255  72   0   0   0
   0   0   0   0   5 207 250   0   4 113  75   0  25 217  58 182  71 107
  49   1 226  61  97  73 189 227 141   4   5  24  11  44 226   7 135 207
 244 184 107 154  70 247 236   0 252   6 255 172  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  89 246  54 249
 102 241]","[180   0   0   2  43   0   3   1   0  31   3   0   7   3   0 127  15   0
  15   7 128 255 127  16  31  15 224 255 255  32 170 255   8   1  80 221
   1 220  58  96 144 222 144 221 255  62 143   3 135 255  75   8   0   0
   0   0   0   0   5 205 252   0   4   2 184   0  28 220 188 180 129 109
  47   1  36  56 241  76 219 229 143   4   5  24  12  46 233 128 133 162
 242 186 100  62  76 124 234   0 253   6 255 172  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  89 246  54 249
 102 241]",2000.0
155,3,"[180   0   0   2  43   0   3   1   0  31   3   0   7   3   0 127  15   0
  15   7 128 255 127  16  31  15 224 255 255  32 170 255   8   1  80 221
   1 220  58  96 144 222 144 221 255  62 143   3 135 255  75   8   0   0
   0   0   0   0   5 205 252   0   4   2 184   0  28 220 188 180 129 109
  47   1  36  56 241  76 219 229 143   4   5  24  12  46 233 128 133 162
 242 186 100  62  76 124 234   0 253   6 255 172  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  89 246  54 249
 102 241]","[184   0   0   8  38   0  14   0   0 127   0   0  31   0 128 255   3   0
  63   1 224 255  31   0 127 131 240 255 127  32 170 255   8   1  80 221
   1 220  60 240 144 222 144 221 255  62 145   3 128 255  78   8   0   0
   0   0   0   0   5 203 254   0   4  54  82   0  30 224  86 178 229 111
  45   1 102  52  85  79 171 231 145   4   5  24  13  48 241  29 131 235
 240 188  92 154  81 124 232   0 253   5 255 172  32   2 127  37   0 212
   0   0   0   0   0   0   0   0   0   0   0   0   0   0  89 246  54 249
 102 241]",2000.0
