,Action,State (Before),State (After),Total Reward
221,0,[ 0.03419613  0.37053794 -0.12451027 -0.08806808],[ 0.04160689  0.17740026 -0.12627164  0.16288419],221
222,0,[ 0.04160689  0.17740026 -0.12627164  0.16288419],[ 0.0451549  -0.01570912 -0.12301395  0.41321677],222
223,0,[ 0.0451549  -0.01570912 -0.12301395  0.41321677],[ 0.04484072 -0.20889223 -0.11474961  0.66472673],223
224,0,[ 0.04484072 -0.20889223 -0.11474961  0.66472673],[ 0.04066287 -0.4022468  -0.10145508  0.9191888 ],224
225,0,[ 0.04066287 -0.4022468  -0.10145508  0.9191888 ],[ 0.03261793 -0.59586185 -0.08307131  1.1783414 ],225
226,0,[ 0.03261793 -0.59586185 -0.08307131  1.1783414 ],[ 0.0207007  -0.7898126  -0.05950448  1.4438694 ],226
227,1,[ 0.0207007  -0.7898126  -0.05950448  1.4438694 ],[ 0.00490445 -0.5940109  -0.03062709  1.1332027 ],227
228,1,[ 0.00490445 -0.5940109  -0.03062709  1.1332027 ],[-0.00697577 -0.39850178 -0.00796304  0.8310735 ],228
229,1,[-0.00697577 -0.39850178 -0.00796304  0.8310735 ],[-0.01494581 -0.20327191  0.00865843  0.53589684],229
230,1,[-0.01494581 -0.20327191  0.00865843  0.53589684],[-0.01901125 -0.00827277  0.01937637  0.24595466],230
231,1,[-0.01901125 -0.00827277  0.01937637  0.24595466],[-0.0191767   0.18656716  0.02429546 -0.04055407],231
232,1,[-0.0191767   0.18656716  0.02429546 -0.04055407],[-0.01544536  0.38133246  0.02348438 -0.3254736 ],232
233,1,[-0.01544536  0.38133246  0.02348438 -0.3254736 ],[-0.00781871  0.5761123   0.01697491 -0.61065906],233
234,1,[-0.00781871  0.5761123   0.01697491 -0.61065906],[ 0.00370354  0.77099293  0.00476173 -0.8979475 ],234
235,1,[ 0.00370354  0.77099293  0.00476173 -0.8979475 ],[ 0.01912339  0.96604997 -0.01319722 -1.1891298 ],235
236,0,[ 0.01912339  0.96604997 -0.01319722 -1.1891298 ],[ 0.03844439  0.7711016  -0.03697982 -0.90061253],236
237,0,[ 0.03844439  0.7711016  -0.03697982 -0.90061253],[ 0.05386642  0.5764997  -0.05499207 -0.6197789 ],237
238,0,[ 0.05386642  0.5764997  -0.05499207 -0.6197789 ],[ 0.06539642  0.38218716 -0.06738765 -0.3449102 ],238
239,0,[ 0.06539642  0.38218716 -0.06738765 -0.3449102 ],[ 0.07304017  0.1880853  -0.07428585 -0.07421523],239
240,0,[ 0.07304017  0.1880853  -0.07428585 -0.07421523],[ 0.07680187 -0.0058974  -0.07577015  0.1941364 ],240
241,0,[ 0.07680187 -0.0058974  -0.07577015  0.1941364 ],[ 0.07668392 -0.19985831 -0.07188743  0.46198788],241
242,0,[ 0.07668392 -0.19985831 -0.07188743  0.46198788],[ 0.07268675 -0.39389455 -0.06264767  0.7311738 ],242
243,0,[ 0.07268675 -0.39389455 -0.06264767  0.7311738 ],[ 0.06480886 -0.58809733 -0.04802419  1.0035002 ],243
244,1,[ 0.06480886 -0.58809733 -0.04802419  1.0035002 ],[ 0.05304692 -0.3923679  -0.02795419  0.6961308 ],244
245,1,[ 0.05304692 -0.3923679  -0.02795419  0.6961308 ],[ 0.04519956 -0.19686963 -0.01403157  0.39478052],245
246,1,[ 0.04519956 -0.19686963 -0.01403157  0.39478052],[ 0.04126216 -0.00155142 -0.00613596  0.09770689],246
247,1,[ 0.04126216 -0.00155142 -0.00613596  0.09770689],[ 0.04123114  0.19365793 -0.00418183 -0.19690558],247
248,1,[ 0.04123114  0.19365793 -0.00418183 -0.19690558],[ 0.0451043   0.38883945 -0.00811994 -0.49090475],248
249,1,[ 0.0451043   0.38883945 -0.00811994 -0.49090475],[ 0.05288108  0.584075   -0.01793803 -0.7861357 ],249
250,0,[ 0.05288108  0.584075   -0.01793803 -0.7861357 ],[ 0.06456258  0.38920403 -0.03366075 -0.4991497 ],250
251,0,[ 0.06456258  0.38920403 -0.03366075 -0.4991497 ],[ 0.07234666  0.19457239 -0.04364374 -0.21726206],251
252,0,[ 0.07234666  0.19457239 -0.04364374 -0.21726206],[ 0.07623811  0.00010064 -0.04798898  0.06134061],252
253,0,[ 0.07623811  0.00010064 -0.04798898  0.06134061],[ 0.07624012 -0.19430158 -0.04676217  0.33850488],253
254,0,[ 0.07624012 -0.19430158 -0.04676217  0.33850488],[ 0.07235409 -0.388728   -0.03999207  0.61608267],254
255,0,[ 0.07235409 -0.388728   -0.03999207  0.61608267],[ 0.06457953 -0.58326906 -0.02767042  0.8959064 ],255
256,0,[ 0.06457953 -0.58326906 -0.02767042  0.8959064 ],[ 0.05291415 -0.7780051  -0.00975229  1.1797646 ],256
257,1,[ 0.05291415 -0.7780051  -0.00975229  1.1797646 ],[ 0.03735405 -0.58275795  0.013843    0.88404065],257
258,1,[ 0.03735405 -0.58275795  0.013843    0.88404065],[ 0.02569889 -0.38782668  0.03152382  0.59574145],258
259,1,[ 0.02569889 -0.38782668  0.03152382  0.59574145],[ 0.01794236 -0.19315976  0.04343864  0.3131526 ],259
260,1,[ 0.01794236 -0.19315976  0.04343864  0.3131526 ],[0.01407916 0.00131732 0.0497017  0.03447912],260
261,1,[0.01407916 0.00131732 0.0497017  0.03447912],[ 0.01410551  0.1956926   0.05039128 -0.24211748],261
262,1,[ 0.01410551  0.1956926   0.05039128 -0.24211748],[ 0.01801936  0.3900599   0.04554893 -0.51848954],262
263,1,[ 0.01801936  0.3900599   0.04554893 -0.51848954],[ 0.02582056  0.58451194  0.03517914 -0.7964784 ],263
264,1,[ 0.02582056  0.58451194  0.03517914 -0.7964784 ],[ 0.0375108   0.7791339   0.01924957 -1.0778902 ],264
265,0,[ 0.0375108   0.7791339   0.01924957 -1.0778902 ],[ 0.05309347  0.5837631  -0.00230823 -0.7792292 ],265
266,0,[ 0.05309347  0.5837631  -0.00230823 -0.7792292 ],[ 0.06476874  0.38867298 -0.01789282 -0.48727342],266
267,0,[ 0.06476874  0.38867298 -0.01789282 -0.48727342],[ 0.0725422   0.19380799 -0.02763828 -0.20028295],267
268,0,[ 0.0725422   0.19380799 -0.02763828 -0.20028295],[ 0.07641836 -0.00090799 -0.03164395  0.08355486],268
269,0,[ 0.07641836 -0.00090799 -0.03164395  0.08355486],[ 0.0764002  -0.19556238 -0.02997285  0.3660885 ],269
270,0,[ 0.0764002  -0.19556238 -0.02997285  0.3660885 ],[ 0.07248895 -0.39024585 -0.02265108  0.6491719 ],270
271,0,[ 0.07248895 -0.39024585 -0.02265108  0.6491719 ],[ 0.06468403 -0.5850451  -0.00966764  0.9346369 ],271
272,1,[ 0.06468403 -0.5850451  -0.00966764  0.9346369 ],[ 0.05298313 -0.38979405  0.0090251   0.6389318 ],272
273,1,[ 0.05298313 -0.38979405  0.0090251   0.6389318 ],[ 0.04518725 -0.1947991   0.02180373  0.3491046 ],273
274,1,[ 0.04518725 -0.1947991   0.02180373  0.3491046 ],[4.1291267e-02 6.0732978e-06 2.8785827e-02 6.3376114e-02],274
275,1,[4.1291267e-02 6.0732978e-06 2.8785827e-02 6.3376114e-02],[ 0.04129139  0.19470373  0.03005335 -0.22008753],275
276,1,[ 0.04129139  0.19470373  0.03005335 -0.22008753],[ 0.04518547  0.3893835   0.0256516  -0.5031409 ],276
277,1,[ 0.04518547  0.3893835   0.0256516  -0.5031409 ],[ 0.05297313  0.5841347   0.01558878 -0.78763086],277
278,0,[ 0.05297313  0.5841347   0.01558878 -0.78763086],[ 6.4655825e-02  3.8880211e-01 -1.6383783e-04 -4.9008471e-01],278
279,0,[ 6.4655825e-02  3.8880211e-01 -1.6383783e-04 -4.9008471e-01],[ 0.07243187  0.19368248 -0.00996553 -0.19745342],279
280,0,[ 0.07243187  0.19368248 -0.00996553 -0.19745342],[ 0.07630552 -0.00129553 -0.0139146   0.09206925],280
281,0,[ 0.07630552 -0.00129553 -0.0139146   0.09206925],[ 0.07627961 -0.1962153  -0.01207322  0.38032985],281
282,0,[ 0.07627961 -0.1962153  -0.01207322  0.38032985],[ 0.0723553  -0.39116377 -0.00446662  0.66918176],282
283,0,[ 0.0723553  -0.39116377 -0.00446662  0.66918176],[ 0.06453203 -0.5862233   0.00891702  0.960455  ],283
284,1,[ 0.06453203 -0.5862233   0.00891702  0.960455  ],[ 0.05280756 -0.39122236  0.02812612  0.67058676],284
285,1,[ 0.05280756 -0.39122236  0.02812612  0.67058676],[ 0.04498312 -0.19650248  0.04153785  0.38689047],285
286,1,[ 0.04498312 -0.19650248  0.04153785  0.38689047],[ 0.04105306 -0.00199404  0.04927566  0.10758808],286
287,1,[ 0.04105306 -0.00199404  0.04927566  0.10758808],[ 0.04101318  0.19238842  0.05142742 -0.16915052],287
288,1,[ 0.04101318  0.19238842  0.05142742 -0.16915052],[ 0.04486095  0.38673797  0.04804441 -0.44517642],288
289,1,[ 0.04486095  0.38673797  0.04804441 -0.44517642],[ 0.05259571  0.58114845  0.03914088 -0.722336  ],289
290,1,[ 0.05259571  0.58114845  0.03914088 -0.722336  ],[ 0.06421868  0.7757077   0.02469416 -1.002447  ],290
291,0,[ 0.06421868  0.7757077   0.02469416 -1.002447  ],[ 0.07973284  0.58026475  0.00464522 -0.70211244],291
292,0,[ 0.07973284  0.58026475  0.00464522 -0.70211244],[ 0.09133813  0.3850787  -0.00939702 -0.40797088],292
293,0,[ 0.09133813  0.3850787  -0.00939702 -0.40797088],[ 0.0990397   0.19009124 -0.01755644 -0.11826529],293
294,0,[ 0.0990397   0.19009124 -0.01755644 -0.11826529],[ 0.10284153 -0.00477483 -0.01992175  0.16882743],294
295,0,[ 0.10284153 -0.00477483 -0.01992175  0.16882743],[ 0.10274603 -0.19960605 -0.0165452   0.45515966],295
296,0,[ 0.10274603 -0.19960605 -0.0165452   0.45515966],[ 0.09875391 -0.3944902  -0.00744201  0.7425818 ],296
297,0,[ 0.09875391 -0.3944902  -0.00744201  0.7425818 ],[ 0.09086411 -0.58950865  0.00740963  1.0329134 ],297
298,1,[ 0.09086411 -0.58950865  0.00740963  1.0329134 ],[ 0.07907394 -0.394486    0.0280679   0.74256593],298
299,1,[ 0.07907394 -0.394486    0.0280679   0.74256593],[ 0.07118421 -0.19976251  0.04291922  0.45884663],299
300,1,[ 0.07118421 -0.19976251  0.04291922  0.45884663],[ 0.06718896 -0.00527272  0.05209615  0.17999496],300
301,1,[ 0.06718896 -0.00527272  0.05209615  0.17999496],[ 0.06708351  0.18906654  0.05569605 -0.09580909],301
302,1,[ 0.06708351  0.18906654  0.05569605 -0.09580909],[ 0.07086484  0.3833478   0.05377987 -0.37041298],302
303,1,[ 0.07086484  0.3833478   0.05377987 -0.37041298],[ 0.07853179  0.5776661   0.04637161 -0.6456653 ],303
304,1,[ 0.07853179  0.5776661   0.04637161 -0.6456653 ],[ 0.09008512  0.77211225  0.0334583  -0.9233926 ],304
305,1,[ 0.09008512  0.77211225  0.0334583  -0.9233926 ],[ 0.10552736  0.9667666   0.01499045 -1.2053758 ],305
306,0,[ 0.10552736  0.9667666   0.01499045 -1.2053758 ],[ 0.12486269  0.77145416 -0.00911707 -0.908033  ],306
307,0,[ 0.12486269  0.77145416 -0.00911707 -0.908033  ],[ 0.14029178  0.5764568  -0.02727773 -0.61822957],307
308,0,[ 0.14029178  0.5764568  -0.02727773 -0.61822957],[ 0.15182091  0.3817263  -0.03964232 -0.3342611 ],308
309,0,[ 0.15182091  0.3817263  -0.03964232 -0.3342611 ],[ 0.15945543  0.18719031 -0.04632754 -0.05433818],309
310,0,[ 0.15945543  0.18719031 -0.04632754 -0.05433818],[ 0.16319925 -0.00723782 -0.0474143   0.22337566],310
311,0,[ 0.16319925 -0.00723782 -0.0474143   0.22337566],[ 0.1630545  -0.20165114 -0.04294679  0.5007333 ],311
312,0,[ 0.1630545  -0.20165114 -0.04294679  0.5007333 ],[ 0.15902147 -0.3961422  -0.03293212  0.77957845],312
313,0,[ 0.15902147 -0.3961422  -0.03293212  0.77957845],[ 0.15109862 -0.5907963  -0.01734055  1.061721  ],313
314,0,[ 0.15109862 -0.5907963  -0.01734055  1.061721  ],[ 0.1392827  -0.7856844   0.00389387  1.3489113 ],314
315,1,[ 0.1392827  -0.7856844   0.00389387  1.3489113 ],[ 0.12356901 -0.5906116   0.03087209  1.0574491 ],315
316,1,[ 0.12356901 -0.5906116   0.03087209  1.0574491 ],[ 0.11175678 -0.395912    0.05202107  0.77461386],316
317,1,[ 0.11175678 -0.395912    0.05202107  0.77461386],[ 0.10383854 -0.20154276  0.06751335  0.49874172],317
318,1,[ 0.10383854 -0.20154276  0.06751335  0.49874172],[ 0.09980768 -0.00743439  0.07748818  0.22807631],318
319,1,[ 0.09980768 -0.00743439  0.07748818  0.22807631],[ 0.099659    0.18649961  0.08204971 -0.03919305],319
320,1,[ 0.099659    0.18649961  0.08204971 -0.03919305],[ 0.10338899  0.38035497  0.08126585 -0.3049023 ],320
321,1,[ 0.10338899  0.38035497  0.08126585 -0.3049023 ],[ 0.11099608  0.57423043  0.0751678  -0.5708899 ],321
322,1,[ 0.11099608  0.57423043  0.0751678  -0.5708899 ],[ 0.1224807   0.7682223   0.06375001 -0.8389774 ],322
323,1,[ 0.1224807   0.7682223   0.06375001 -0.8389774 ],[ 0.13784514  0.9624185   0.04697046 -1.1109502 ],323
324,0,[ 0.13784514  0.9624185   0.04697046 -1.1109502 ],[ 0.15709351  0.766712    0.02475145 -0.80391   ],324
325,0,[ 0.15709351  0.766712    0.02475145 -0.80391   ],[ 0.17242774  0.5712596   0.00867325 -0.50354505],325
326,0,[ 0.17242774  0.5712596   0.00867325 -0.50354505],[ 0.18385294  0.3760165  -0.00139765 -0.20814148],326
327,0,[ 0.18385294  0.3760165  -0.00139765 -0.20814148],[ 0.19137327  0.18091457 -0.00556048  0.08410024],327
328,0,[ 0.19137327  0.18091457 -0.00556048  0.08410024],[ 0.19499156 -0.01412724 -0.00387847  0.37502366],328
329,0,[ 0.19499156 -0.01412724 -0.00387847  0.37502366],[ 0.19470902 -0.20919389  0.003622    0.66648114],329
330,0,[ 0.19470902 -0.20919389  0.003622    0.66648114],[ 0.19052514 -0.40436602  0.01695162  0.9603023 ],330
331,1,[ 0.19052514 -0.40436602  0.01695162  0.9603023 ],[ 0.18243782 -0.209476    0.03615767  0.67299277],331
332,1,[ 0.18243782 -0.209476    0.03615767  0.67299277],[ 0.1782483  -0.01487477  0.04961753  0.3919098 ],332
333,1,[ 0.1782483  -0.01487477  0.04961753  0.3919098 ],[0.1779508  0.17950921 0.05745572 0.11527424],333
334,1,[0.1779508  0.17950921 0.05745572 0.11527424],[ 0.181541    0.37376285  0.05976121 -0.15874271],334
335,1,[ 0.181541    0.37376285  0.05976121 -0.15874271],[ 0.18901625  0.5679805   0.05658635 -0.43198985],335
336,1,[ 0.18901625  0.5679805   0.05658635 -0.43198985],[ 0.20037585  0.7622575   0.04794656 -0.7063114 ],336
337,1,[ 0.20037585  0.7622575   0.04794656 -0.7063114 ],[ 0.21562101  0.9566836   0.03382033 -0.9835244 ],337
338,1,[ 0.21562101  0.9566836   0.03382033 -0.9835244 ],[ 0.23475468  1.1513364   0.01414984 -1.2653955 ],338
339,0,[ 0.23475468  1.1513364   0.01414984 -1.2653955 ],[ 0.25778142  0.95603657 -0.01115807 -0.96831506],339
340,0,[ 0.25778142  0.95603657 -0.01115807 -0.96831506],[ 0.27690214  0.7610662  -0.03052437 -0.67915815],340
341,0,[ 0.27690214  0.7610662  -0.03052437 -0.67915815],[ 0.29212347  0.5663813  -0.04410753 -0.39623955],341
342,0,[ 0.29212347  0.5663813  -0.04410753 -0.39623955],[ 0.3034511   0.37191197 -0.05203233 -0.11778273],342
343,0,[ 0.3034511   0.37191197 -0.05203233 -0.11778273],[ 0.31088933  0.17757267 -0.05438798  0.15804112],343
344,0,[ 0.31088933  0.17757267 -0.05438798  0.15804112],[ 0.3144408  -0.01673013 -0.05122716  0.43308216],344
345,0,[ 0.3144408  -0.01673013 -0.05122716  0.43308216],[ 0.31410617 -0.21109077 -0.04256551  0.7091865 ],345
346,0,[ 0.31410617 -0.21109077 -0.04256551  0.7091865 ],[ 0.30988437 -0.4055981  -0.02838178  0.98817277],346
347,1,[ 0.30988437 -0.4055981  -0.02838178  0.98817277],[ 0.30177242 -0.21010791 -0.00861833  0.6867124 ],347
348,1,[ 0.30177242 -0.21010791 -0.00861833  0.6867124 ],[ 0.29757026 -0.01486738  0.00511592  0.39132875],348
349,1,[ 0.29757026 -0.01486738  0.00511592  0.39132875],[0.2972729  0.1801816  0.01294249 0.10026319],349
350,1,[0.2972729  0.1801816  0.01294249 0.10026319],[ 0.30087653  0.3751157   0.01494776 -0.18830848],350
351,1,[ 0.30087653  0.3751157   0.01494776 -0.18830848],[ 0.30837885  0.5700206   0.01118159 -0.47623876],351
352,0,[ 0.30837885  0.5700206   0.01118159 -0.47623876],[ 0.31977925  0.3747426   0.00165681 -0.18005268],352
353,0,[ 0.31977925  0.3747426   0.00165681 -0.18005268],[ 0.3272741   0.17959696 -0.00194424  0.11315244],353
354,0,[ 0.3272741   0.17959696 -0.00194424  0.11315244],[ 3.3086604e-01 -1.5497072e-02  3.1880918e-04  4.0522134e-01],354
355,0,[ 3.3086604e-01 -1.5497072e-02  3.1880918e-04  4.0522134e-01],[ 0.3305561  -0.21062355  0.00842324  0.6980048 ],355
356,0,[ 0.3305561  -0.21062355  0.00842324  0.6980048 ],[ 0.32634363 -0.40586126  0.02238333  0.9933274 ],356
357,1,[ 0.32634363 -0.40586126  0.02238333  0.9933274 ],[ 0.3182264  -0.21104582  0.04224988  0.70775753],357
358,1,[ 0.3182264  -0.21104582  0.04224988  0.70775753],[ 0.3140055  -0.01653382  0.05640503  0.4286677 ],358
359,1,[ 0.3140055  -0.01653382  0.05640503  0.4286677 ],[0.3136748  0.17774583 0.06497838 0.15428594],359
360,1,[0.3136748  0.17774583 0.06497838 0.15428594],[ 0.31722972  0.37188014  0.0680641  -0.11721078],360
361,1,[ 0.31722972  0.37188014  0.0680641  -0.11721078],[ 0.32466733  0.56596416  0.06571989 -0.38766736],361
362,1,[ 0.32466733  0.56596416  0.06571989 -0.38766736],[ 0.3359866   0.7600947   0.05796654 -0.6589267 ],362
363,1,[ 0.3359866   0.7600947   0.05796654 -0.6589267 ],[ 0.3511885   0.954364    0.04478801 -0.93280864],363
364,0,[ 0.3511885   0.954364    0.04478801 -0.93280864],[ 0.3702758   0.7586673   0.02613183 -0.6263947 ],364
365,0,[ 0.3702758   0.7586673   0.02613183 -0.6263947 ],[ 0.38544914  0.5631905   0.01360394 -0.32559776],365
366,0,[ 0.38544914  0.5631905   0.01360394 -0.32559776],[ 0.39671296  0.36787754  0.00709198 -0.02865597],366
367,0,[ 0.39671296  0.36787754  0.00709198 -0.02865597],[0.4040705  0.17265463 0.00651886 0.2662561 ],367
368,0,[0.4040705  0.17265463 0.00651886 0.2662561 ],[ 0.4075236  -0.02255976  0.01184398  0.56098795],368
369,0,[ 0.4075236  -0.02255976  0.01184398  0.56098795],[ 0.4070724  -0.21784592  0.02306374  0.8573787 ],369
370,0,[ 0.4070724  -0.21784592  0.02306374  0.8573787 ],[ 0.40271547 -0.41327438  0.04021132  1.1572236 ],370
371,1,[ 0.40271547 -0.41327438  0.04021132  1.1572236 ],[ 0.39444998 -0.21869898  0.06335579  0.87741536],371
372,1,[ 0.39444998 -0.21869898  0.06335579  0.87741536],[ 0.390076   -0.02449262  0.0809041   0.6053044 ],372
373,1,[ 0.390076   -0.02449262  0.0809041   0.6053044 ],[0.38958615 0.16941033 0.09301019 0.33916122],373
374,1,[0.38958615 0.16941033 0.09301019 0.33916122],[0.39297438 0.36309424 0.09979341 0.07719671],374
375,1,[0.39297438 0.36309424 0.09979341 0.07719671],[ 0.40023625  0.5566545   0.10133734 -0.18240857],375
376,1,[ 0.40023625  0.5566545   0.10133734 -0.18240857],[ 0.41136935  0.7501914   0.09768917 -0.4414824 ],376
377,1,[ 0.41136935  0.7501914   0.09768917 -0.4414824 ],[ 0.42637318  0.94380504  0.08885953 -0.7018432 ],377
378,1,[ 0.42637318  0.94380504  0.08885953 -0.7018432 ],[ 0.44524926  1.1375903   0.07482266 -0.96528393],378
379,1,[ 0.44524926  1.1375903   0.07482266 -0.96528393],[ 0.46800107  1.3316318   0.05551698 -1.2335545 ],379
380,0,[ 0.46800107  1.3316318   0.05551698 -1.2335545 ],[ 0.4946337   1.1358417   0.03084589 -0.92400825],380
381,0,[ 0.4946337   1.1358417   0.03084589 -0.92400825],[ 0.51735055  0.940317    0.01236573 -0.6217934 ],381
382,0,[ 0.51735055  0.940317    0.01236573 -0.6217934 ],[ 5.3615689e-01  7.4502456e-01 -7.0139358e-05 -3.2524171e-01],382
383,0,[ 5.3615689e-01  7.4502456e-01 -7.0139358e-05 -3.2524171e-01],[ 0.5510574   0.54990363 -0.00657497 -0.03258092],383
384,0,[ 0.5510574   0.54990363 -0.00657497 -0.03258092],[ 0.56205547  0.35487658 -0.00722659  0.2580203 ],384
385,0,[ 0.56205547  0.35487658 -0.00722659  0.2580203 ],[ 0.569153    0.15985852 -0.00206619  0.5484151 ],385
386,1,[ 0.569153    0.15985852 -0.00206619  0.5484151 ],[0.57235014 0.35500944 0.00890212 0.25508192],386
387,1,[0.57235014 0.35500944 0.00890212 0.25508192],[ 0.57945037  0.5500032   0.01400375 -0.0347799 ],387
388,1,[ 0.57945037  0.5500032   0.01400375 -0.0347799 ],[ 0.5904504   0.7449215   0.01330816 -0.32301182],388
389,1,[ 0.5904504   0.7449215   0.01330816 -0.32301182],[ 0.6053488   0.93985146  0.00684792 -0.6114683 ],389
390,1,[ 0.6053488   0.93985146  0.00684792 -0.6114683 ],[ 0.62414587  1.1348771  -0.00538145 -0.9019866 ],390
391,1,[ 0.62414587  1.1348771  -0.00538145 -0.9019866 ],[ 0.64684343  1.3300714  -0.02342118 -1.1963562 ],391
392,1,[ 0.64684343  1.3300714  -0.02342118 -1.1963562 ],[ 0.6734448  1.5254886 -0.0473483 -1.4962867],392
393,0,[ 0.6734448  1.5254886 -0.0473483 -1.4962867],[ 0.70395464  1.3309733  -0.07727403 -1.2187557 ],393
394,0,[ 0.70395464  1.3309733  -0.07727403 -1.2187557 ],[ 0.7305741   1.1369278  -0.10164915 -0.9512522 ],394
395,0,[ 0.7305741   1.1369278  -0.10164915 -0.9512522 ],[ 0.75331265  0.94330996 -0.12067419 -0.692158  ],395
396,0,[ 0.75331265  0.94330996 -0.12067419 -0.692158  ],[ 0.7721788   0.7500506  -0.13451736 -0.4397692 ],396
397,0,[ 0.7721788   0.7500506  -0.13451736 -0.4397692 ],[ 0.7871798   0.5570633  -0.14331274 -0.19233233],397
398,0,[ 0.7871798   0.5570633  -0.14331274 -0.19233233],[ 0.7983211   0.36425126 -0.14715938  0.05193088],398
399,0,[ 0.7983211   0.36425126 -0.14715938  0.05193088],[ 0.8056061   0.17151228 -0.14612077  0.29480568],399
400,0,[ 0.8056061   0.17151228 -0.14612077  0.29480568],[ 0.8090364  -0.02125711 -0.14022465  0.5380716 ],400
401,0,[ 0.8090364  -0.02125711 -0.14022465  0.5380716 ],[ 0.8086112  -0.21415804 -0.12946323  0.7834918 ],401
402,1,[ 0.8086112  -0.21415804 -0.12946323  0.7834918 ],[ 0.8043281  -0.01751721 -0.11379339  0.453043  ],402
403,1,[ 0.8043281  -0.01751721 -0.11379339  0.453043  ],[ 0.8039777   0.1790145  -0.10473253  0.12676893],403
404,1,[ 0.8039777   0.1790145  -0.10473253  0.12676893],[ 0.807558    0.3754688  -0.10219715 -0.19703288],404
405,1,[ 0.807558    0.3754688  -0.10219715 -0.19703288],[ 0.8150674   0.57189274 -0.1061378  -0.52012527],405
406,0,[ 0.8150674   0.57189274 -0.1061378  -0.52012527],[ 0.82650524  0.3784125  -0.11654031 -0.262684  ],406
407,0,[ 0.82650524  0.3784125  -0.11654031 -0.262684  ],[ 0.8340735   0.1851302  -0.12179399 -0.00891247],407
408,0,[ 0.8340735   0.1851302  -0.12179399 -0.00891247],[ 0.8377761  -0.00805364 -0.12197224  0.24299774],408
409,0,[ 0.8377761  -0.00805364 -0.12197224  0.24299774],[ 0.837615   -0.20124139 -0.11711229  0.49485543],409
410,0,[ 0.837615   -0.20124139 -0.11711229  0.49485543],[ 0.8335902  -0.3945339  -0.10721517  0.7484558 ],410
411,0,[ 0.8335902  -0.3945339  -0.10721517  0.7484558 ],[ 0.8256995  -0.58802634 -0.09224606  1.0055671 ],411
412,1,[ 0.8256995  -0.58802634 -0.09224606  1.0055671 ],[ 0.813939   -0.39180166 -0.07213472  0.68539953],412
413,1,[ 0.813939   -0.39180166 -0.07213472  0.68539953],[ 0.806103   -0.19575632 -0.05842673  0.37090704],413
414,1,[ 0.806103   -0.19575632 -0.05842673  0.37090704],[ 8.0218786e-01  1.4494397e-04 -5.1008586e-02  6.0388882e-02],414
415,1,[ 8.0218786e-01  1.4494397e-04 -5.1008586e-02  6.0388882e-02],[ 0.8021907   0.19595973 -0.04980081 -0.2479413 ],415
416,1,[ 0.8021907   0.19595973 -0.04980081 -0.2479413 ],[ 0.8061099   0.39175624 -0.05475964 -0.5559073 ],416
417,0,[ 0.8061099   0.39175624 -0.05475964 -0.5559073 ],[ 0.81394506  0.19744414 -0.06587778 -0.28096735],417
418,0,[ 0.81394506  0.19744414 -0.06587778 -0.28096735],[ 0.8178939   0.00332073 -0.07149713 -0.00976791],418
419,0,[ 0.8178939   0.00332073 -0.07149713 -0.00976791],[ 0.8179604  -0.1907069  -0.07169249  0.2595277 ],419
420,0,[ 0.8179604  -0.1907069  -0.07169249  0.2595277 ],[ 0.8141462  -0.38473606 -0.06650193  0.52876425],420
421,0,[ 0.8141462  -0.38473606 -0.06650193  0.52876425],[ 0.8064515  -0.5788625  -0.05592665  0.7997731 ],421
422,0,[ 0.8064515  -0.5788625  -0.05592665  0.7997731 ],[ 0.79487425 -0.77317446 -0.03993119  1.0743515 ],422
423,1,[ 0.79487425 -0.77317446 -0.03993119  1.0743515 ],[ 0.7794108  -0.57754827 -0.01844415  0.7694094 ],423
424,1,[ 0.7794108  -0.57754827 -0.01844415  0.7694094 ],[ 0.7678598  -0.38217735 -0.00305597  0.47098067],424
425,1,[ 0.7678598  -0.38217735 -0.00305597  0.47098067],[ 0.76021624 -0.18701236  0.00636365  0.1773361 ],425
426,1,[ 0.76021624 -0.18701236  0.00636365  0.1773361 ],[ 0.756476    0.00801794  0.00991037 -0.11333254],426
427,1,[ 0.756476    0.00801794  0.00991037 -0.11333254],[ 0.7566364   0.20299649  0.00764372 -0.4028724 ],427
428,1,[ 0.7566364   0.20299649  0.00764372 -0.4028724 ],[ 7.6069629e-01  3.9800921e-01 -4.1372966e-04 -6.9313568e-01],428
429,1,[ 7.6069629e-01  3.9800921e-01 -4.1372966e-04 -6.9313568e-01],[ 0.7686565   0.5931369  -0.01427644 -0.98594886],429
430,1,[ 0.7686565   0.5931369  -0.01427644 -0.98594886],[ 0.7805192   0.7884471  -0.03399542 -1.2830814 ],430
431,0,[ 0.7805192   0.7884471  -0.03399542 -1.2830814 ],[ 0.79628813  0.5937742  -0.05965705 -1.0012335 ],431
432,0,[ 0.79628813  0.5937742  -0.05965705 -1.0012335 ],[ 0.80816364  0.39949802 -0.07968172 -0.7278664 ],432
433,0,[ 0.80816364  0.39949802 -0.07968172 -0.7278664 ],[ 0.8161536   0.20556274 -0.09423905 -0.46128815],433
434,0,[ 0.8161536   0.20556274 -0.09423905 -0.46128815],[ 0.8202649   0.01189027 -0.10346481 -0.19973381],434
435,0,[ 0.8202649   0.01189027 -0.10346481 -0.19973381],[ 0.82050264 -0.1816114  -0.10745949  0.05860211],435
