,Action,State (Before),State (After),Total Reward
220,1,[-0.36565754 -0.15959506  0.03428052 -0.24974987],[-0.36884943  0.035021    0.02928553 -0.53142595],220
221,1,[-0.36884943  0.035021    0.02928553 -0.53142595],[-0.368149    0.22971904  0.01865701 -0.81473905],221
222,0,[-0.368149    0.22971904  0.01865701 -0.81473905],[-0.36355463  0.03434665  0.00236222 -0.5162466 ],222
223,0,[-0.36355463  0.03434665  0.00236222 -0.5162466 ],[-0.36286768 -0.16080849 -0.00796271 -0.22282025],223
224,0,[-0.36286768 -0.16080849 -0.00796271 -0.22282025],[-0.36608386 -0.35581574 -0.01241911  0.06734031],224
225,1,[-0.36608386 -0.35581574 -0.01241911  0.06734031],[-0.37320018 -0.16051795 -0.01107231 -0.22923489],225
226,1,[-0.37320018 -0.16051795 -0.01107231 -0.22923489],[-0.37641054  0.03476047 -0.015657   -0.52538973],226
227,0,[-0.37641054  0.03476047 -0.015657   -0.52538973],[-0.37571532 -0.1601377  -0.0261648  -0.2376813 ],227
228,0,[-0.37571532 -0.1601377  -0.0261648  -0.2376813 ],[-0.37891808 -0.35487628 -0.03091842  0.046635  ],228
229,0,[-0.37891808 -0.35487628 -0.03091842  0.046635  ],[-0.3860156  -0.54954153 -0.02998573  0.32940477],229
230,0,[-0.3860156  -0.54954153 -0.02998573  0.32940477],[-0.39700642 -0.7442241  -0.02339763  0.61248285],230
231,0,[-0.39700642 -0.7442241  -0.02339763  0.61248285],[-0.41189092 -0.93901134 -0.01114797  0.8977055 ],231
232,1,[-0.41189092 -0.93901134 -0.01114797  0.8977055 ],[-0.43067116 -0.7437401   0.00680614  0.6015394 ],232
233,1,[-0.43067116 -0.7437401   0.00680614  0.6015394 ],[-0.44554594 -0.548714    0.01883692  0.31100798],233
234,1,[-0.44554594 -0.548714    0.01883692  0.31100798],[-0.45652023 -0.3538654   0.02505708  0.02432469],234
235,1,[-0.45652023 -0.3538654   0.02505708  0.02432469],[-0.46359754 -0.15911159  0.02554358 -0.26034832],235
236,1,[-0.46359754 -0.15911159  0.02554358 -0.26034832],[-0.46677977  0.03563658  0.02033661 -0.54486626],236
237,1,[-0.46677977  0.03563658  0.02033661 -0.54486626],[-0.46606705  0.23046695  0.00943928 -0.83107287],237
238,0,[-0.46606705  0.23046695  0.00943928 -0.83107287],[-0.4614577   0.03521726 -0.00718217 -0.5354363 ],238
239,0,[-0.4614577   0.03521726 -0.00718217 -0.5354363 ],[-0.46075335 -0.15980296 -0.0178909  -0.24502502],239
240,0,[-0.46075335 -0.15980296 -0.0178909  -0.24502502],[-0.4639494  -0.35466486 -0.0227914   0.04196142],240
241,0,[-0.4639494  -0.35466486 -0.0227914   0.04196142],[-0.4710427  -0.5494527  -0.02195217  0.32736722],241
242,0,[-0.4710427  -0.5494527  -0.02195217  0.32736722],[-0.48203176 -0.74425536 -0.01540483  0.61304736],242
243,1,[-0.48203176 -0.74425536 -0.01540483  0.61304736],[-0.49691686 -0.5489216  -0.00314388  0.3155526 ],243
244,1,[-0.49691686 -0.5489216  -0.00314388  0.3155526 ],[-0.5078953  -0.35375497  0.00316717  0.02187984],244
245,1,[-0.5078953  -0.35375497  0.00316717  0.02187984],[-0.5149704  -0.15867858  0.00360477 -0.26980212],245
246,1,[-0.5149704  -0.15867858  0.00360477 -0.26980212],[-0.51814395  0.03639175 -0.00179127 -0.56134593],246
247,0,[-0.51814395  0.03639175 -0.00179127 -0.56134593],[-0.5174161  -0.15870503 -0.01301819 -0.26922786],247
248,0,[-0.5174161  -0.15870503 -0.01301819 -0.26922786],[-0.52059025 -0.3536388  -0.01840275  0.01932078],248
249,0,[-0.52059025 -0.3536388  -0.01840275  0.01932078],[-0.527663   -0.5484921  -0.01801633  0.30614108],249
250,0,[-0.527663   -0.5484921  -0.01801633  0.30614108],[-0.53863287 -0.7433527  -0.01189351  0.5930881 ],250
251,0,[-0.53863287 -0.7433527  -0.01189351  0.5930881 ],[-5.5349994e-01 -9.3830615e-01 -3.1749649e-05  8.8200098e-01],251
252,0,[-5.5349994e-01 -9.3830615e-01 -3.1749649e-05  8.8200098e-01],[-0.57226604 -1.1334277   0.01760827  1.1746739 ],252
253,0,[-0.57226604 -1.1334277   0.01760827  1.1746739 ],[-0.5949346  -1.328774    0.04110175  1.4728246 ],253
254,1,[-0.5949346  -1.328774    0.04110175  1.4728246 ],[-0.6215101  -1.1341779   0.07055824  1.1932575 ],254
255,1,[-0.6215101  -1.1341779   0.07055824  1.1932575 ],[-0.64419365 -0.9400372   0.09442339  0.92349786],255
256,1,[-0.64419365 -0.9400372   0.09442339  0.92349786],[-0.6629944  -0.7463089   0.11289334  0.6619192 ],256
257,1,[-0.6629944  -0.7463089   0.11289334  0.6619192 ],[-0.6779205  -0.55292374  0.12613173  0.40680814],257
258,1,[-0.6779205  -0.55292374  0.12613173  0.40680814],[-0.688979   -0.35979488  0.1342679   0.15640068],258
259,1,[-0.688979   -0.35979488  0.1342679   0.15640068],[-0.6961749  -0.16682531  0.1373959  -0.09109222],259
260,1,[-0.6961749  -0.16682531  0.1373959  -0.09109222],[-0.6995114   0.02608721  0.13557406 -0.33746657],260
261,1,[-0.6995114   0.02608721  0.13557406 -0.33746657],[-0.6989897   0.21904565  0.12882473 -0.5845115 ],261
262,1,[-0.6989897   0.21904565  0.12882473 -0.5845115 ],[-0.69460875  0.41215008  0.1171345  -0.83399814],262
263,1,[-0.69460875  0.41215008  0.1171345  -0.83399814],[-0.6863658   0.60549355  0.10045454 -1.0876672 ],263
264,1,[-0.6863658   0.60549355  0.10045454 -1.0876672 ],[-0.6742559   0.79915774  0.07870119 -1.347215  ],264
265,1,[-0.6742559   0.79915774  0.07870119 -1.347215  ],[-0.65827274  0.9932071   0.05175689 -1.6142738 ],265
266,0,[-0.65827274  0.9932071   0.05175689 -1.6142738 ],[-0.6384086   0.7975141   0.01947141 -1.3059176 ],266
267,0,[-0.6384086   0.7975141   0.01947141 -1.3059176 ],[-0.62245834  0.60215074 -0.00664694 -1.0072039 ],267
268,0,[-0.62245834  0.60215074 -0.00664694 -1.0072039 ],[-0.6104153   0.40711817 -0.02679102 -0.71661574],268
269,0,[-0.6104153   0.40711817 -0.02679102 -0.71661574],[-0.6022729   0.21237706 -0.04112333 -0.4324845 ],269
270,0,[-0.6022729   0.21237706 -0.04112333 -0.4324845 ],[-0.5980254   0.01786077 -0.04977302 -0.1530436 ],270
271,0,[-0.5980254   0.01786077 -0.04977302 -0.1530436 ],[-0.5976682  -0.17651448 -0.05283389  0.12353095],271
272,0,[-0.5976682  -0.17651448 -0.05283389  0.12353095],[-0.6011985  -0.37084126 -0.05036327  0.39908844],272
273,0,[-0.6011985  -0.37084126 -0.05036327  0.39908844],[-0.6086153  -0.5652139  -0.04238151  0.6754772 ],273
274,0,[-0.6086153  -0.5652139  -0.04238151  0.6754772 ],[-0.6199196  -0.7597221  -0.02887196  0.95452106],274
275,0,[-0.6199196  -0.7597221  -0.02887196  0.95452106],[-0.635114   -0.954444   -0.00978154  1.237995  ],275
276,1,[-0.635114   -0.954444   -0.00978154  1.237995  ],[-0.6542029  -0.7591978   0.01497836  0.94226396],276
277,1,[-0.6542029  -0.7591978   0.01497836  0.94226396],[-0.66938686 -0.5642808   0.03382364  0.65432477],277
278,1,[-0.66938686 -0.5642808   0.03382364  0.65432477],[-0.68067247 -0.36964574  0.04691013  0.3724814 ],278
279,1,[-0.68067247 -0.36964574  0.04691013  0.3724814 ],[-0.6880654  -0.1752205   0.05435976  0.09495089],279
280,1,[-0.6880654  -0.1752205   0.05435976  0.09495089],[-0.6915698   0.01908189  0.05625878 -0.18009828],280
281,1,[-0.6915698   0.01908189  0.05625878 -0.18009828],[-0.69118816  0.21335554  0.05265681 -0.45451635],281
282,1,[-0.69118816  0.21335554  0.05265681 -0.45451635],[-0.68692106  0.40769494  0.04356649 -0.7301474 ],282
283,1,[-0.68692106  0.40769494  0.04356649 -0.7301474 ],[-0.67876714  0.6021885   0.02896354 -1.0088065 ],283
284,0,[-0.67876714  0.6021885   0.02896354 -1.0088065 ],[-0.6667234   0.40669218  0.00878741 -0.7071709 ],284
285,0,[-0.6667234   0.40669218  0.00878741 -0.7071709 ],[-0.65858954  0.2114496  -0.00535601 -0.41173488],285
286,0,[-0.65858954  0.2114496  -0.00535601 -0.41173488],[-0.65436053  0.01640398 -0.01359071 -0.1207453 ],286
287,0,[-0.65436053  0.01640398 -0.01359071 -0.1207453 ],[-0.65403247 -0.17852063 -0.01600561  0.1676191 ],287
288,0,[-0.65403247 -0.17852063 -0.01600561  0.1676191 ],[-0.65760285 -0.37340987 -0.01265323  0.45521003],288
289,0,[-0.65760285 -0.37340987 -0.01265323  0.45521003],[-0.66507107 -0.5683507  -0.00354903  0.7438778 ],289
290,0,[-0.66507107 -0.5683507  -0.00354903  0.7438778 ],[-0.6764381  -0.76342344  0.01132853  1.0354418 ],290
291,1,[-0.6764381  -0.76342344  0.01132853  1.0354418 ],[-0.69170654 -0.5684539   0.03203736  0.7463368 ],291
292,1,[-0.69170654 -0.5684539   0.03203736  0.7463368 ],[-0.70307565 -0.37378833  0.0469641   0.4639056 ],292
293,1,[-0.70307565 -0.37378833  0.0469641   0.4639056 ],[-0.7105514  -0.17936042  0.05624221  0.18638769],293
294,1,[-0.7105514  -0.17936042  0.05624221  0.18638769],[-0.7141386   0.01491362  0.05996997 -0.08803611],294
295,1,[-0.7141386   0.01491362  0.05996997 -0.08803611],[-0.7138403   0.20912698  0.05820924 -0.36121187],295
296,1,[-0.7138403   0.20912698  0.05820924 -0.36121187],[-0.7096578   0.40337533  0.050985   -0.634987  ],296
297,1,[-0.7096578   0.40337533  0.050985   -0.634987  ],[-0.7015903   0.5977504   0.03828527 -0.9111877 ],297
298,1,[-0.7015903   0.5977504   0.03828527 -0.9111877 ],[-0.6896353   0.792334    0.02006151 -1.191596  ],298
299,0,[-0.6896353   0.792334    0.02006151 -1.191596  ],[-0.6737886   0.596958   -0.00377041 -0.8926933 ],299
300,0,[-0.6737886   0.596958   -0.00377041 -0.8926933 ],[-0.66184944  0.40188736 -0.02162428 -0.60119796],300
301,0,[-0.66184944  0.40188736 -0.02162428 -0.60119796],[-0.6538117   0.20707448 -0.03364824 -0.315404  ],301
302,0,[-0.6538117   0.20707448 -0.03364824 -0.315404  ],[-0.6496702   0.01244757 -0.03995632 -0.03351961],302
303,0,[-0.6496702   0.01244757 -0.03995632 -0.03351961],[-0.6494213  -0.18207929 -0.04062671  0.24629375],303
304,0,[-0.6494213  -0.18207929 -0.04062671  0.24629375],[-0.6530628  -0.37659815 -0.03570083  0.52589035],304
305,0,[-0.6530628  -0.37659815 -0.03570083  0.52589035],[-0.6605948  -0.5712     -0.02518303  0.80711335],305
306,0,[-0.6605948  -0.5712     -0.02518303  0.80711335],[-0.6720188  -0.76596797 -0.00904076  1.0917696 ],306
307,1,[-0.6720188  -0.76596797 -0.00904076  1.0917696 ],[-0.6873382  -0.570728    0.01279463  0.79626364],307
308,1,[-0.6873382  -0.570728    0.01279463  0.79626364],[-0.6987527  -0.37578395  0.0287199   0.50763303],308
309,1,[-0.6987527  -0.37578395  0.0287199   0.50763303],[-0.70626837 -0.1810782   0.03887256  0.22413732],309
310,1,[-0.70626837 -0.1810782   0.03887256  0.22413732],[-0.70988995  0.01346723  0.04335531 -0.05603472],310
311,1,[-0.70988995  0.01346723  0.04335531 -0.05603472],[-0.7096206   0.20794158  0.04223461 -0.33472967],311
312,1,[-0.7096206   0.20794158  0.04223461 -0.33472967],[-0.7054618   0.4024378   0.03554002 -0.6138005 ],312
313,1,[-0.7054618   0.4024378   0.03554002 -0.6138005 ],[-0.697413    0.59704554  0.02326401 -0.8950813 ],313
314,0,[-0.697413    0.59704554  0.02326401 -0.8950813 ],[-0.68547213  0.401616    0.00536239 -0.5951773 ],314
315,0,[-0.68547213  0.401616    0.00536239 -0.5951773 ],[-0.6774398   0.20641942 -0.00654116 -0.30081007],315
316,0,[-0.6774398   0.20641942 -0.00654116 -0.30081007],[-0.6733114   0.01139131 -0.01255736 -0.01019723],316
317,0,[-0.6733114   0.01139131 -0.01255736 -0.01019723],[-0.6730836  -0.18354833 -0.0127613   0.2784974 ],317
318,0,[-0.6730836  -0.18354833 -0.0127613   0.2784974 ],[-0.67675453 -0.37848592 -0.00719136  0.56712824],318
319,1,[-0.67675453 -0.37848592 -0.00719136  0.56712824],[-0.68432426 -0.18326384  0.00415121  0.27218845],319
320,1,[-0.68432426 -0.18326384  0.00415121  0.27218845],[-0.68798953  0.01179864  0.00959498 -0.01918227],320
321,1,[-0.68798953  0.01179864  0.00959498 -0.01918227],[-0.68775356  0.20678169  0.00921133 -0.30882248],321
322,1,[-0.68775356  0.20678169  0.00921133 -0.30882248],[-0.68361795  0.4017712   0.00303488 -0.59858626],322
323,1,[-0.68361795  0.4017712   0.00303488 -0.59858626],[-0.6755825   0.5968505  -0.00893684 -0.89031166],323
324,1,[-0.6755825   0.5968505  -0.00893684 -0.89031166],[-0.6636455   0.7920926  -0.02674307 -1.1857904 ],324
325,0,[-0.6636455   0.7920926  -0.02674307 -1.1857904 ],[-0.64780366  0.59732753 -0.05045889 -0.9016088 ],325
326,0,[-0.64780366  0.59732753 -0.05045889 -0.9016088 ],[-0.6358571   0.40292418 -0.06849106 -0.6252036 ],326
327,0,[-0.6358571   0.40292418 -0.06849106 -0.6252036 ],[-0.6277986   0.20882183 -0.08099514 -0.35485336],327
328,0,[-0.6277986   0.20882183 -0.08099514 -0.35485336],[-0.6236222   0.01493932 -0.0880922  -0.08876953],328
329,0,[-0.6236222   0.01493932 -0.0880922  -0.08876953],[-0.6233234  -0.17881672 -0.08986759  0.17487195],329
330,0,[-0.6233234  -0.17881672 -0.08986759  0.17487195],[-0.6268997  -0.37254527 -0.08637016  0.4379066 ],330
331,0,[-0.6268997  -0.37254527 -0.08637016  0.4379066 ],[-0.63435066 -0.56634533 -0.07761202  0.7021618 ],331
332,0,[-0.63435066 -0.56634533 -0.07761202  0.7021618 ],[-0.64567757 -0.76031065 -0.06356879  0.9694389 ],332
333,0,[-0.64567757 -0.76031065 -0.06356879  0.9694389 ],[-0.6608838  -0.9545243  -0.04418001  1.2414943 ],333
334,0,[-0.6608838  -0.9545243  -0.04418001  1.2414943 ],[-0.67997426 -1.1490521  -0.01935012  1.5200166 ],334
335,1,[-0.67997426 -1.1490521  -0.01935012  1.5200166 ],[-0.7029553  -0.9537017   0.01105021  1.2213572 ],335
336,1,[-0.7029553  -0.9537017   0.01105021  1.2213572 ],[-0.7220293  -0.75872386  0.03547736  0.93215704],336
337,1,[-0.7220293  -0.75872386  0.03547736  0.93215704],[-0.7372038 -0.5640981  0.0541205  0.6508303],337
338,1,[-0.7372038 -0.5640981  0.0541205  0.6508303],[-0.74848574 -0.36977005  0.06713711  0.3756687 ],338
339,1,[-0.74848574 -0.36977005  0.06713711  0.3756687 ],[-0.75588113 -0.17566276  0.07465048  0.10488716],339
340,1,[-0.75588113 -0.17566276  0.07465048  0.10488716],[-0.7593944   0.01831443  0.07674822 -0.16334139],340
341,1,[-0.7593944   0.01831443  0.07674822 -0.16334139],[-0.75902814  0.21225858  0.0734814  -0.43085942],341
342,1,[-0.75902814  0.21225858  0.0734814  -0.43085942],[-0.754783    0.4062673   0.0648642  -0.69950306],342
343,1,[-0.754783    0.4062673   0.0648642  -0.69950306],[-0.7466576   0.6004328   0.05087414 -0.9710822 ],343
344,1,[-0.7466576   0.6004328   0.05087414 -0.9710822 ],[-0.73464894  0.79483646  0.0314525  -1.2473598 ],344
345,1,[-0.73464894  0.79483646  0.0314525  -1.2473598 ],[-0.7187522   0.98954123  0.0065053  -1.530027  ],345
346,0,[-0.7187522   0.98954123  0.0065053  -1.530027  ],[-0.6989614   0.7943415  -0.02409524 -1.235321  ],346
347,0,[-0.6989614   0.7943415  -0.02409524 -1.235321  ],[-0.6830746   0.5995374  -0.04880166 -0.950283  ],347
348,0,[-0.6830746   0.5995374  -0.04880166 -0.950283  ],[-0.6710838   0.40510505 -0.06780732 -0.67332375],348
349,0,[-0.6710838   0.40510505 -0.06780732 -0.67332375],[-0.6629817   0.21098782 -0.08127379 -0.4027371 ],349
350,0,[-0.6629817   0.21098782 -0.08127379 -0.4027371 ],[-0.658762    0.01710699 -0.08932853 -0.13674404],350
351,0,[-0.658762    0.01710699 -0.08932853 -0.13674404],[-0.65841985 -0.17662948 -0.09206342  0.1264743 ],351
352,0,[-0.65841985 -0.17662948 -0.09206342  0.1264743 ],[-0.66195244 -0.3703202  -0.08953393  0.3887516 ],352
353,0,[-0.66195244 -0.3703202  -0.08953393  0.3887516 ],[-0.6693588 -0.5640648 -0.0817589  0.6519166],353
354,0,[-0.6693588 -0.5640648 -0.0817589  0.6519166],[-0.6806401  -0.75795865 -0.06872056  0.9177755 ],354
355,1,[-0.6806401  -0.75795865 -0.06872056  0.9177755 ],[-0.6957993  -0.5619783  -0.05036506  0.6043109 ],355
356,1,[-0.6957993  -0.5619783  -0.05036506  0.6043109 ],[-0.7070389  -0.3661895  -0.03827884  0.29619905],356
357,1,[-0.7070389  -0.3661895  -0.03827884  0.29619905],[-0.7143626  -0.17054336 -0.03235486 -0.00830641],357
358,1,[-0.7143626  -0.17054336 -0.03235486 -0.00830641],[-0.7177735   0.0250273  -0.03252098 -0.31101954],358
359,1,[-0.7177735   0.0250273  -0.03252098 -0.31101954],[-0.71727294  0.22059712 -0.03874138 -0.61377865],359
360,1,[-0.71727294  0.22059712 -0.03874138 -0.61377865],[-0.712861    0.41623843 -0.05101695 -0.9184075 ],360
361,0,[-0.712861    0.41623843 -0.05101695 -0.9184075 ],[-0.70453626  0.22184189 -0.0693851  -0.64218456],361
362,0,[-0.70453626  0.22184189 -0.0693851  -0.64218456],[-0.7000994   0.02775219 -0.08222879 -0.3721334 ],362
363,0,[-0.7000994   0.02775219 -0.08222879 -0.3721334 ],[-0.69954437 -0.16611119 -0.08967146 -0.10646894],363
364,0,[-0.69954437 -0.16611119 -0.08967146 -0.10646894],[-0.7028666  -0.35984132 -0.09180084  0.1566306 ],364
365,0,[-0.7028666  -0.35984132 -0.09180084  0.1566306 ],[-0.7100634  -0.5535372  -0.08866823  0.41899946],365
366,0,[-0.7100634  -0.5535372  -0.08866823  0.41899946],[-0.7211342  -0.7472981  -0.08028824  0.68246484],366
367,0,[-0.7211342  -0.7472981  -0.08028824  0.68246484],[-0.7360801  -0.94121873 -0.06663894  0.9488293 ],367
368,0,[-0.7360801  -0.94121873 -0.06663894  0.9488293 ],[-0.7549045  -1.1353834  -0.04766236  1.2198523 ],368
369,0,[-0.7549045  -1.1353834  -0.04766236  1.2198523 ],[-0.77761215 -1.3298596  -0.02326531  1.4972281 ],369
370,0,[-0.77761215 -1.3298596  -0.02326531  1.4972281 ],[-0.80420935 -1.5246912   0.00667926  1.782557  ],370
371,1,[-0.80420935 -1.5246912   0.00667926  1.782557  ],[-0.8347032 -1.3296449  0.0423304  1.4919579],371
372,1,[-0.8347032 -1.3296449  0.0423304  1.4919579],[-0.86129606 -1.1350629   0.07216956  1.2127877 ],372
373,1,[-0.86129606 -1.1350629   0.07216956  1.2127877 ],[-0.8839973  -0.9409428   0.09642531  0.94356495],373
374,1,[-0.8839973  -0.9409428   0.09642531  0.94356495],[-0.9028162  -0.7472429   0.11529661  0.68266994],374
375,1,[-0.9028162  -0.7472429   0.11529661  0.68266994],[-0.9177611  -0.5538948   0.12895001  0.42839548],375
376,1,[-0.9177611  -0.5538948   0.12895001  0.42839548],[-0.92883897 -0.3608124   0.13751791  0.17898273],376
377,1,[-0.92883897 -0.3608124   0.13751791  0.17898273],[-0.9360552  -0.16789885  0.14109758 -0.06735275],377
378,1,[-0.9360552  -0.16789885  0.14109758 -0.06735275],[-0.9394132   0.02494786  0.13975051 -0.31240293],378
379,1,[-0.9394132   0.02494786  0.13975051 -0.31240293],[-0.93891424  0.217831    0.13350245 -0.5579539 ],379
380,1,[-0.93891424  0.217831    0.13350245 -0.5579539 ],[-0.9345576   0.41085118  0.12234338 -0.8057747 ],380
381,1,[-0.9345576   0.41085118  0.12234338 -0.8057747 ],[-0.9263406   0.60410273  0.10622789 -1.057606  ],381
382,1,[-0.9263406   0.60410273  0.10622789 -1.057606  ],[-0.91425854  0.7976691   0.08507577 -1.3151466 ],382
383,0,[-0.91425854  0.7976691   0.08507577 -1.3151466 ],[-0.8983051   0.6015799   0.05877284 -0.9970945 ],383
384,0,[-0.8983051   0.6015799   0.05877284 -0.9970945 ],[-0.88627356  0.40572345  0.03883095 -0.68654776],384
385,0,[-0.88627356  0.40572345  0.03883095 -0.68654776],[-0.87815905  0.21008459  0.02509999 -0.38189724],385
386,0,[-0.87815905  0.21008459  0.02509999 -0.38189724],[-0.8739574   0.0146154   0.01746205 -0.0814072 ],386
387,0,[-0.8739574   0.0146154   0.01746205 -0.0814072 ],[-0.8736651  -0.18075246  0.0158339   0.2167335 ],387
388,1,[-0.8736651  -0.18075246  0.0158339   0.2167335 ],[-0.8772801   0.0141396   0.02016857 -0.07091298],388
389,1,[-0.8772801   0.0141396   0.02016857 -0.07091298],[-0.87699735  0.20896669  0.01875031 -0.357165  ],389
390,1,[-0.87699735  0.20896669  0.01875031 -0.357165  ],[-0.872818    0.40381712  0.01160701 -0.643877  ],390
391,1,[-0.872818    0.40381712  0.01160701 -0.643877  ],[-0.8647417   0.5987754  -0.00127053 -0.9328823 ],391
392,0,[-0.8647417   0.5987754  -0.00127053 -0.9328823 ],[-0.85276616  0.4036706  -0.01992817 -0.64059895],392
393,0,[-0.85276616  0.4036706  -0.01992817 -0.64059895],[-0.84469277  0.20883206 -0.03274015 -0.35425764],393
394,0,[-0.84469277  0.20883206 -0.03274015 -0.35425764],[-0.8405161   0.01419056 -0.03982531 -0.07207575],394
395,0,[-0.8405161   0.01419056 -0.03982531 -0.07207575],[-0.8402323  -0.18033847 -0.04126682  0.2077809 ],395
396,0,[-0.8402323  -0.18033847 -0.04126682  0.2077809 ],[-0.84383905 -0.3748468  -0.0371112   0.48716596],396
397,0,[-0.84383905 -0.3748468  -0.0371112   0.48716596],[-0.851336   -0.569426   -0.02736788  0.7679256 ],397
398,0,[-0.851336   -0.569426   -0.02736788  0.7679256 ],[-0.8627245  -0.7641607  -0.01200937  1.0518732 ],398
399,0,[-0.8627245  -0.7641607  -0.01200937  1.0518732 ],[-0.8780077  -0.95912135  0.00902809  1.3407624 ],399
400,1,[-0.8780077  -0.95912135  0.00902809  1.3407624 ],[-0.89719015 -0.7641142   0.03584334  1.0509177 ],400
401,1,[-0.89719015 -0.7641142   0.03584334  1.0509177 ],[-0.9124724  -0.56948555  0.05686169  0.76969796],401
402,1,[-0.9124724  -0.56948555  0.05686169  0.76969796],[-0.92386216 -0.37519038  0.07225566  0.4954346 ],402
403,1,[-0.92386216 -0.37519038  0.07225566  0.4954346 ],[-0.93136597 -0.18115778  0.08216435  0.22636983],403
404,1,[-0.93136597 -0.18115778  0.08216435  0.22636983],[-0.9349891   0.01269967  0.08669174 -0.0393062 ],404
405,1,[-0.9349891   0.01269967  0.08669174 -0.0393062 ],[-0.9347351   0.20647839  0.08590562 -0.30342725],405
406,1,[-0.9347351   0.20647839  0.08590562 -0.30342725],[-0.93060553  0.4002777   0.07983708 -0.567829  ],406
407,1,[-0.93060553  0.4002777   0.07983708 -0.567829  ],[-0.9226      0.59419435  0.06848049 -0.8343303 ],407
408,1,[-0.9226      0.59419435  0.06848049 -0.8343303 ],[-0.9107161   0.78831726  0.05179389 -1.1047146 ],408
409,0,[-0.9107161   0.78831726  0.05179389 -1.1047146 ],[-0.89494973  0.59255385  0.02969959 -0.7962427 ],409
410,0,[-0.89494973  0.59255385  0.02969959 -0.7962427 ],[-0.88309866  0.39703718  0.01377474 -0.49436668],410
411,0,[-0.88309866  0.39703718  0.01377474 -0.49436668],[-0.87515795  0.20172371  0.00388741 -0.1973746 ],411
412,0,[-0.87515795  0.20172371  0.00388741 -0.1973746 ],[-8.7112349e-01  6.5463730e-03 -6.0085127e-05  9.6532091e-02],412
413,1,[-8.7112349e-01  6.5463730e-03 -6.0085127e-05  9.6532091e-02],[-0.87099254  0.20166919  0.00187056 -0.1961698 ],413
414,1,[-0.87099254  0.20166919  0.00187056 -0.1961698 ],[-0.86695915  0.39676434 -0.00205284 -0.48826206],414
415,1,[-0.86695915  0.39676434 -0.00205284 -0.48826206],[-0.85902387  0.5919152  -0.01181808 -0.78159124],415
416,0,[-0.85902387  0.5919152  -0.01181808 -0.78159124],[-0.84718555  0.39695767 -0.02744991 -0.49264982],416
417,0,[-0.84718555  0.39695767 -0.02744991 -0.49264982],[-0.8392464   0.20223342 -0.0373029  -0.20874275],417
418,0,[-0.8392464   0.20223342 -0.0373029  -0.20874275],[-0.83520174  0.00766416 -0.04147775  0.07194359],418
419,0,[-0.83520174  0.00766416 -0.04147775  0.07194359],[-0.83504844 -0.18683936 -0.04003888  0.35125697],419
420,0,[-0.83504844 -0.18683936 -0.04003888  0.35125697],[-0.83878523 -0.3813697  -0.03301375  0.63105035],420
421,0,[-0.83878523 -0.3813697  -0.03301375  0.63105035],[-0.84641266 -0.57601583 -0.02039274  0.9131562 ],421
422,0,[-0.84641266 -0.57601583 -0.02039274  0.9131562 ],[-0.857933   -0.7708561  -0.00212961  1.1993607 ],422
423,1,[-0.857933   -0.7708561  -0.00212961  1.1993607 ],[-0.8733501  -0.57570666  0.0218576   0.9060111 ],423
424,1,[-0.8733501  -0.57570666  0.0218576   0.9060111 ],[-0.8848642  -0.3808874   0.03997782  0.62027764],424
425,1,[-0.8848642  -0.3808874   0.03997782  0.62027764],[-0.892482   -0.18634589  0.05238337  0.34044892],425
426,1,[-0.892482   -0.18634589  0.05238337  0.34044892],[-0.8962089   0.00799312  0.05919236  0.06473394],426
427,1,[-0.8962089   0.00799312  0.05919236  0.06473394],[-0.896049    0.20221865  0.06048703 -0.20870173],427
428,1,[-0.896049    0.20221865  0.06048703 -0.20870173],[-0.89200467  0.39642587  0.056313   -0.48170748],428
429,1,[-0.89200467  0.39642587  0.056313   -0.48170748],[-0.8840761   0.5907096   0.04667885 -0.7561239 ],429
430,1,[-0.8840761   0.5907096   0.04667885 -0.7561239 ],[-0.87226194  0.78515816  0.03155637 -1.0337604 ],430
431,1,[-0.87226194  0.78515816  0.03155637 -1.0337604 ],[-0.8565588   0.9798466   0.01088116 -1.3163716 ],431
432,0,[-0.8565588   0.9798466   0.01088116 -1.3163716 ],[-0.83696187  0.7845887  -0.01544627 -1.020303  ],432
433,0,[-0.83696187  0.7845887  -0.01544627 -1.020303  ],[-0.82127005  0.5896759  -0.03585233 -0.7325098 ],433
434,0,[-0.82127005  0.5896759  -0.03585233 -0.7325098 ],[-0.80947655  0.39506724 -0.05050252 -0.4513227 ],434
435,0,[-0.80947655  0.39506724 -0.05050252 -0.4513227 ],[-0.8015752   0.20069455 -0.05952898 -0.17497684],435
436,0,[-0.8015752   0.20069455 -0.05952898 -0.17497684],[-0.7975613   0.00647283 -0.06302851  0.0983485 ],436
437,0,[-0.7975613   0.00647283 -0.06302851  0.0983485 ],[-0.7974318  -0.18769182 -0.06106155  0.37049904],437
438,0,[-0.7974318  -0.18769182 -0.06106155  0.37049904],[-0.80118567 -0.38189548 -0.05365156  0.64332074],438
439,0,[-0.80118567 -0.38189548 -0.05365156  0.64332074],[-0.8088236  -0.5762302  -0.04078515  0.9186374 ],439
440,0,[-0.8088236  -0.5762302  -0.04078515  0.9186374 ],[-0.8203482 -0.7707778 -0.0224124  1.1982286],440
441,1,[-0.8203482 -0.7707778 -0.0224124  1.1982286],[-0.83576375 -0.5753731   0.00155217  0.8986065 ],441
